utt_id,speaker,condition,gender,age_bucket,gender_match,interlocutor_age_bucket
train_234_4,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_291_1,MAYA,code_switched,female,Older,different,Older
train_133_2,SAHIL,code_switched,male,Younger,different,Younger
train_33_2,MAYA,code_switched,female,Older,same,Younger
train_232_2,SIDDHARTH,monolingual_HI,male,Younger,same,Younger
train_251_1,MAYA,monolingual_HI,female,Older,same,Older
train_76_2,MAYA,code_switched,female,Older,different,Older
train_50_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_424_1,MONISHA,monolingual_HI,female,Younger,same,Older
train_402_2,AMAR TWANSHU,monolingual_EN,male,Younger,same,Older
train_439_4,MAYA,code_switched,female,Older,different,Older
train_253_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_31_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_74_2,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_439_6,MAYA,code_switched,female,Older,different,Older
train_253_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_89_2,SAHIL,monolingual_HI,male,Younger,same,Older
train_288_2,MAYA,monolingual_EN,female,Older,different,Older
train_131_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_6_4,RANJANA,code_switched,female,Younger,same,Younger
train_426_1,MONISHA,code_switched,female,Younger,same,Older
train_445_2,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_291_3,MAYA,code_switched,female,Older,different,Older
train_336_1,BHALU,monolingual_EN,male,Younger,same,Older
train_373_1,MONISHA,code_switched,female,Younger,same,Older
train_355_2,SAHIL,monolingual_HI,male,Younger,same,Older
train_28_3,SAHIL,code_switched,male,Younger,different,Younger
train_310_2,SAHIL,monolingual_HI,male,Younger,same,Younger
train_443_4,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_419_3,SAHIL,code_switched,male,Younger,same,Older
train_92_1,MADHUSUDAN,monolingual_HI,male,Older,same,Older
train_210_7,SAHIL,code_switched,male,Younger,same,Older
train_192_1,NEELIMA,monolingual_EN,female,Younger,different,Younger
train_248_2,MAYA,monolingual_EN,female,Older,same,Older
train_248_3,SARUPA,code_switched,female,Older,same,Older
train_312_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_357_1,MONISHA,code_switched,female,Younger,different,Younger
train_419_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_371_2,MAYA,code_switched,female,Older,different,Older
train_210_6,MADHUSUDAN,code_switched,male,Older,same,Younger
train_28_2,MONISHA,code_switched,female,Younger,same,Younger
train_355_3,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_291_2,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_133_1,MONISHA,code_switched,female,Younger,different,Younger
train_445_3,MAYA,code_switched,female,Older,different,Older
train_251_2,ROSESH,code_switched,male,Younger,different,Older
train_50_2,MAYA,code_switched,female,Older,different,Older
train_6_5,MONISHA,code_switched,female,Younger,same,Younger
train_76_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_232_1,SIDDHARTH,monolingual_HI,male,Younger,different,Older
train_33_1,MONISHA,monolingual_HI,female,Younger,same,Older
train_395_3,MONISHA,code_switched,female,Younger,different,Younger
train_402_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Younger
train_89_3,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_424_2,MAYA,code_switched,female,Older,same,Younger
train_439_7,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_73_2,MAYA,monolingual_HI,female,Older,different,Older
train_397_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_155_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_57_3,INDRAVARDHAN,code_switched,male,Older,same,Older
train_12_3,MAYA,code_switched,female,Older,different,Older
train_213_3,MONISHA,monolingual_EN,female,Younger,different,Older
train_29_5,MAYA,monolingual_EN,female,Older,different,Older
train_331_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Younger
train_352_2,RAJ GOPAL SHARMA,code_switched,male,Older,same,Younger
train_376_3,MAYA,code_switched,female,Older,different,Younger
train_389_1,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_68_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_269_1,SAHIL,monolingual_HI,male,Younger,different,Older
train_350_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_5_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_376_2,ROSESH,code_switched,male,Younger,different,Older
train_97_2,MAYA,code_switched,female,Older,different,Younger
train_208_1,MAYA,code_switched,female,Older,same,Younger
train_109_1,SAHIL,code_switched,male,Younger,same,Younger
train_29_4,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_134_1,SAHIL,code_switched,male,Younger,different,Younger
train_171_1,SAHIL,code_switched,male,Younger,same,Younger
train_12_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_213_2,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_57_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_423_2,MAYA,code_switched,female,Older,same,Younger
train_71_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Younger
train_270_1,MONISHA,code_switched,female,Younger,different,Younger
train_440_1,ROSESH,monolingual_HI,male,Younger,same,Younger
train_390_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_335_4,INDRAVARDHAN,code_switched,male,Older,same,Older
train_73_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_335_6,MAYA,code_switched,female,Older,different,Older
train_73_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_136_1,MAYA,code_switched,female,Older,same,Younger
train_440_3,INDRAVARDHAN,monolingual_EN,male,Older,same,Younger
train_173_1,SAHIL,code_switched,male,Younger,same,Older
train_270_3,MONISHA,monolingual_HI,female,Younger,different,Younger
train_171_3,SAHIL,code_switched,male,Younger,same,Younger
train_134_3,SAHIL,code_switched,male,Younger,different,Younger
train_352_1,ROSESH,code_switched,male,Younger,same,Older
train_421_2,MAYA,code_switched,female,Older,different,Older
train_29_6,INDRAVARDHAN,code_switched,male,Older,different,Older
train_208_3,MAYA,code_switched,female,Older,same,Younger
train_389_2,MONISHA,code_switched,female,Younger,different,Older
train_269_2,MAYA,monolingual_HI,female,Older,different,Younger
train_195_3,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_116_5,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_116_4,MAYA,monolingual_HI,female,Older,different,Older
train_269_3,SAHIL,monolingual_HI,male,Younger,different,Older
train_376_1,MAYA,code_switched,female,Older,different,Younger
train_350_2,SAHIL,code_switched,male,Younger,same,Older
train_296_1,MAYA,code_switched,female,Older,different,Younger
train_208_2,MONISHA,code_switched,female,Younger,same,Older
train_389_3,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_109_2,ROSESH,monolingual_HI,male,Younger,same,Younger
train_97_1,ROSESH,code_switched,male,Younger,different,Older
train_276_4,MAYA,code_switched,female,Older,different,Younger
train_171_2,SHARMAN,code_switched,male,Younger,same,Younger
train_29_7,MAYA,code_switched,female,Older,different,Older
train_134_2,MONISHA,code_switched,female,Younger,different,Younger
train_270_2,SAHIL,monolingual_HI,male,Younger,different,Younger
train_12_1,MAYA,code_switched,female,Older,different,Older
train_213_1,MONISHA,code_switched,female,Younger,different,Older
train_423_1,MONISHA,code_switched,female,Younger,same,Older
train_57_1,SAHIL,code_switched,male,Younger,same,Older
train_440_2,ROSESH,code_switched,male,Younger,same,Younger
train_93_1,MAYA,code_switched,female,Older,different,Younger
train_272_4,MAYA,code_switched,female,Older,same,Younger
train_193_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_1_2,VITTHAL,code_switched,male,Older,different,Older
train_372_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_213_5,MONISHA,code_switched,female,Younger,different,Older
train_270_6,SAHIL,code_switched,male,Younger,different,Younger
train_29_3,MAYA,code_switched,female,Older,different,Older
train_444_2,MAYA,code_switched,female,Older,same,Older
train_109_6,ROSESH,code_switched,male,Younger,same,Younger
train_427_1,MONISHA,code_switched,female,Younger,same,Older
train_16_1,MONISHA,code_switched,female,Younger,different,Younger
train_252_1,DOCTOR RAJSHEKHAR ACHARYA,code_switched,male,Older,different,Younger
train_376_5,MAYA,code_switched,female,Older,different,Younger
train_153_1,MONISHA,monolingual_HI,female,Younger,different,Older
train_116_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_130_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_403_1,MAYA,monolingual_EN,female,Older,different,Younger
train_376_4,ROSESH,monolingual_HI,male,Younger,different,Older
train_177_1,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_132_1,SAHIL,monolingual_EN,male,Younger,same,Older
train_114_2,SAHIL,code_switched,male,Younger,same,Older
train_109_7,SAHIL,code_switched,male,Younger,same,Younger
train_14_2,MAYA,code_switched,female,Older,different,Older
train_233_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_77_1,SAHIL,code_switched,male,Younger,different,Older
train_276_1,SAHIL,code_switched,male,Younger,different,Older
train_228_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_29_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_191_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_270_7,MONISHA,code_switched,female,Younger,different,Younger
train_853_1,MAYA,monolingual_HI,female,Older,same,Older
train_484_1,SAHIL,code_switched,male,Younger,same,Older
train_816_1,MONISHA,monolingual_HI,female,Younger,different,Younger
train_763_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_830_2,MONISHA,code_switched,female,Younger,same,Older
train_647_6,INDRAVARDHAN,code_switched,male,Older,different,Older
train_893_1,JUGALKISHORE,code_switched,male,Older,different,Younger
train_559_1,MAYA,code_switched,female,Older,same,Younger
train_836_4,MAYA,code_switched,female,Older,different,Younger
train_747_3,MONISHA,monolingual_HI,female,Younger,different,Older
train_600_4,JUGALKISHORE,code_switched,male,Older,same,Younger
train_582_2,MAYA,code_switched,female,Older,same,Older
train_562_7,MAYA,code_switched,female,Older,different,Younger
train_871_6,SAHIL,code_switched,male,Younger,same,Younger
train_562_6,ROSESH,code_switched,male,Younger,different,Older
train_747_2,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_702_2,SAHIL,monolingual_HI,male,Younger,different,Younger
train_724_1,ROSESH,code_switched,male,Younger,different,Older
train_580_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_836_5,SAHIL,monolingual_HI,male,Younger,different,Older
train_761_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_647_7,MAYA,code_switched,female,Older,different,Older
train_538_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_830_3,MAYA,code_switched,female,Older,same,Younger
train_523_2,SAHIL,monolingual_EN,male,Younger,different,Younger
train_540_1,ROSESH,code_switched,male,Younger,same,Older
train_604_1,SAHIL,code_switched,male,Younger,different,Younger
train_667_2,MONISHA,code_switched,female,Younger,different,Younger
train_832_1,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_719_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_606_3,MONISHA,code_switched,female,Younger,different,Younger
train_879_3,ROSESH,code_switched,male,Younger,different,Younger
train_696_2,MONISHA,code_switched,female,Younger,different,Younger
train_884_3,MONISHA,code_switched,female,Younger,different,Younger
train_608_1,MONISHA,code_switched,female,Younger,different,Younger
train_597_2,MAYA,code_switched,female,Older,different,Younger
train_776_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_588_5,MAYA,code_switched,female,Older,different,Younger
train_451_1,MAYA,code_switched,female,Older,different,Younger
train_866_4,MAYA,code_switched,female,Older,different,Younger
train_637_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_536_3,INDRAVARDHAN,code_switched,male,Older,same,Older
train_728_1,MAYA,monolingual_EN,female,Older,same,Younger
train_491_1,MAYA,code_switched,female,Older,different,Older
train_860_2,MAYA,code_switched,female,Older,different,Younger
train_846_1,MONISHA,code_switched,female,Younger,same,Younger
train_670_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_635_1,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_613_2,BAA,monolingual_HI,female,Older,different,Younger
train_557_2,SAHIL,code_switched,male,Younger,different,Younger
train_628_4,INDRAVARDHAN,monolingual_HI,male,Older,same,Older
train_534_1,MAYA,code_switched,female,Older,same,Younger
train_844_2,MAYA,code_switched,female,Older,same,Younger
train_862_1,ROSESH,code_switched,male,Younger,same,Older
train_827_1,MAYA,code_switched,female,Older,different,Younger
train_749_1,MONISHA,code_switched,female,Younger,different,Older
train_628_5,DOCTOR RAJSHEKHAR ACHARYA,code_switched,male,Older,same,Older
train_613_3,BAA,monolingual_HI,female,Older,same,Older
train_536_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_860_3,DUSHYANT,monolingual_HI,male,Younger,different,Older
train_510_1,MAYA,monolingual_EN,female,Older,same,Older
train_555_1,SAHIL,monolingual_EN,male,Younger,same,Younger
train_672_2,SAHIL,code_switched,male,Younger,different,Younger
train_637_2,MAYA,code_switched,female,Older,different,Older
train_611_1,MAYA,monolingual_EN,female,Older,same,Older
train_595_1,MAYA,code_switched,female,Older,different,Younger
train_669_1,MAYA,monolingual_HI,female,Older,different,Older
train_694_1,JAISHANKAR,code_switched,male,Older,same,Older
train_588_4,SAHIL,code_switched,male,Younger,different,Older
train_789_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_475_1,MONISHA,code_switched,female,Younger,same,Younger
train_514_5,MAYA,code_switched,female,Older,same,Older
train_884_2,SAHIL,code_switched,male,Younger,different,Younger
train_879_2,MONISHA,code_switched,female,Younger,different,Younger
train_717_2,SAHIL,monolingual_HI,male,Younger,different,Younger
train_509_2,MAYA,monolingual_HI,female,Older,different,Younger
train_608_2,MONISHA,code_switched,female,Younger,same,Younger
train_696_1,SAHIL,monolingual_HI,male,Younger,different,Younger
train_597_1,ROSESH,code_switched,male,Younger,different,Older
train_733_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_694_3,JAISHANKAR,code_switched,male,Older,different,Older
train_669_3,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_451_2,ROSESH,code_switched,male,Younger,different,Older
train_886_2,MONISHA,code_switched,female,Younger,same,Younger
train_840_4,MAYA,code_switched,female,Older,different,Younger
train_647_9,INDRAVARDHAN,code_switched,male,Older,different,Older
train_510_3,MAYA,code_switched,female,Older,same,Older
train_555_3,ROSESH,code_switched,male,Younger,same,Younger
train_656_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_860_1,DUSHYANT,code_switched,male,Younger,different,Older
train_846_2,SAHIL,code_switched,male,Younger,different,Younger
train_613_1,SAHIL,code_switched,male,Younger,different,Older
train_557_1,MONISHA,code_switched,female,Younger,different,Younger
train_844_1,MONISHA,code_switched,female,Younger,same,Older
train_862_2,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_827_2,ROSESH,code_switched,male,Younger,different,Older
train_562_9,MAYA,code_switched,female,Older,same,Older
train_749_2,JUGALKISHORE,code_switched,male,Older,different,Younger
train_555_2,SAHIL,code_switched,male,Younger,same,Younger
train_510_2,SARITA,code_switched,female,Older,same,Older
train_573_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_536_1,MAYA,code_switched,female,Older,different,Older
train_611_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_672_1,MONISHA,monolingual_HI,female,Younger,different,Younger
train_647_8,MAYA,code_switched,female,Older,same,Older
train_637_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_886_3,MAYA,code_switched,female,Older,same,Younger
train_669_2,MAYA,monolingual_HI,female,Older,same,Older
train_694_2,MAYA,code_switched,female,Older,different,Older
train_884_1,MONISHA,code_switched,female,Younger,different,Younger
train_475_2,MAYA,code_switched,female,Older,same,Younger
train_608_3,SAHIL,code_switched,male,Younger,different,Younger
train_879_1,ROSESH,monolingual_HI,male,Younger,different,Younger
train_615_2,MONISHA,code_switched,female,Younger,same,Older
train_509_7,SAHIL,code_switched,male,Younger,different,Older
train_509_3,MAYA,monolingual_HI,female,Older,same,Older
train_633_1,MAYA,code_switched,female,Older,different,Younger
train_514_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_577_1,MAYA,code_switched,female,Older,different,Younger
train_588_3,MAYA,monolingual_EN,female,Older,different,Younger
train_866_2,MAYA,monolingual_EN,female,Older,different,Younger
train_840_1,MAYA,code_switched,female,Older,different,Younger
train_713_1,SAHIL,code_switched,male,Younger,same,Younger
train_860_4,MAYA,monolingual_EN,female,Older,different,Younger
train_457_1,SAHIL,monolingual_HI,male,Younger,different,Older
train_754_3,MAYA,code_switched,female,Older,different,Younger
train_613_4,BAA,code_switched,female,Older,same,Older
train_882_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_628_2,INDRAVARDHAN,monolingual_HI,male,Older,same,Older
train_473_1,SAHIL,code_switched,male,Younger,same,Older
train_628_3,DOCTOR RAJSHEKHAR ACHARYA,code_switched,male,Older,same,Older
train_754_2,ROSESH,monolingual_EN,male,Younger,different,Older
train_882_2,MAYA,code_switched,female,Older,different,Older
train_536_4,MAYA,code_switched,female,Older,different,Older
train_593_1,SAHIL,code_switched,male,Younger,same,Older
train_637_4,MAYA,monolingual_EN,female,Older,different,Older
train_692_1,SAHIL,code_switched,male,Younger,different,Younger
train_553_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Younger
train_866_3,SAHIL,monolingual_HI,male,Younger,different,Older
train_823_3,SAHIL,code_switched,male,Younger,different,Older
train_631_2,MAYA,code_switched,female,Older,different,Older
train_617_1,MADHUSUDAN,code_switched,male,Older,same,Older
train_818_5,SAHIL,code_switched,male,Younger,same,Younger
train_588_2,SAHIL,code_switched,male,Younger,same,Younger
train_884_4,SAHIL,code_switched,male,Younger,different,Younger
train_514_3,MAYA,code_switched,female,Older,different,Older
train_495_2,MAYA,code_switched,female,Older,different,Older
train_864_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_509_6,MAYA,code_switched,female,Older,same,Older
train_794_2,MONISHA,code_switched,female,Younger,same,Older
train_633_2,ROSESH,monolingual_EN,male,Younger,different,Older
train_615_1,MAYA,code_switched,female,Older,same,Younger
train_650_1,MAYA,code_switched,female,Older,different,Older
train_509_4,SAHIL,monolingual_EN,male,Younger,different,Older
train_577_2,ROSESH,code_switched,male,Younger,different,Older
train_514_1,MAYA,code_switched,female,Older,different,Older
train_866_1,SAHIL,code_switched,male,Younger,different,Older
train_840_2,ROSESH,code_switched,male,Younger,different,Older
train_708_1,MAYA,code_switched,female,Older,different,Older
train_553_3,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_516_3,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_713_2,ROSESH,code_switched,male,Younger,same,Younger
train_637_6,MAYA,monolingual_EN,female,Older,same,Older
train_593_3,SAHIL,code_switched,male,Younger,same,Older
train_457_2,MAYA,code_switched,female,Older,different,Younger
train_880_2,SAHIL,monolingual_HI,male,Younger,different,Younger
train_591_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_628_1,DOCTOR RAJSHEKHAR ACHARYA,monolingual_EN,male,Older,same,Older
train_455_1,MONISHA,code_switched,female,Younger,same,Older
train_882_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_754_1,MAYA,monolingual_EN,female,Older,different,Younger
train_457_3,SAHIL,monolingual_HI,male,Younger,different,Older
train_637_7,INDRAVARDHAN,code_switched,male,Older,different,Older
train_593_2,NAGESH,code_switched,male,Older,same,Younger
train_713_3,SAHIL,monolingual_EN,male,Younger,same,Younger
train_553_2,AMAR TWANSHU,code_switched,male,Younger,same,Older
train_840_3,ROSESH,code_switched,male,Younger,same,Younger
train_617_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_588_1,SAHIL,code_switched,male,Younger,same,Younger
train_631_1,THIEF,monolingual_HI,male,Older,different,Older
train_577_3,MAYA,code_switched,female,Older,different,Younger
train_495_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_807_1,INDRAVARDHAN,code_switched,male,Older,same,Older
train_468_1,AMAR TWANSHU,code_switched,male,Younger,same,Older
train_509_5,MAYA,code_switched,female,Older,different,Younger
train_633_3,MAYA,code_switched,female,Older,different,Younger
train_794_1,MAYA,monolingual_HI,female,Older,same,Younger
train_449_3,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_748_3,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_556_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_863_3,INDRAVARDHAN,code_switched,male,Older,same,Older
train_824_1,MAYA,code_switched,female,Older,different,Older
train_714_2,MONISHA,monolingual_EN,female,Younger,same,Older
train_695_3,MONISHA,code_switched,female,Younger,different,Younger
train_751_2,MAYA,code_switched,female,Older,same,Younger
train_677_4,INDRAVARDHAN,code_switched,male,Older,same,Older
train_596_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Younger
train_452_1,MAYA,monolingual_HI,female,Older,different,Younger
train_878_1,SAHIL,code_switched,male,Younger,same,Older
train_647_10,MAYA,code_switched,female,Older,different,Older
train_716_1,MONISHA,code_switched,female,Younger,different,Older
train_887_3,SAHIL,monolingual_EN,male,Younger,same,Younger
train_508_3,MONISHA,monolingual_HI,female,Younger,same,Younger
train_668_2,ROSESH,code_switched,male,Younger,same,Younger
train_709_6,INDRAVARDHAN,code_switched,male,Older,same,Older
train_695_2,SAHIL,code_switched,male,Younger,different,Younger
train_511_2,MAYA,code_switched,female,Older,same,Older
train_456_5,INDRAVARDHAN,code_switched,male,Older,different,Older
train_673_1,MAYA,code_switched,female,Older,different,Older
train_636_1,MAYA,monolingual_HI,female,Older,different,Older
train_863_2,MADHUSUDAN,code_switched,male,Older,same,Older
train_800_1,MAYA,code_switched,female,Older,same,Younger
train_845_1,JUGALKISHORE,monolingual_EN,male,Older,different,Older
train_748_2,ROSESH,monolingual_EN,male,Younger,same,Older
train_671_1,INDRAVARDHAN,code_switched,male,Older,same,Older
train_556_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_636_3,MAYA,code_switched,female,Older,different,Older
train_791_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_824_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_802_1,RADHABAI,code_switched,female,Older,different,Older
train_714_1,MAYA,monolingual_EN,female,Older,same,Younger
train_751_1,MONISHA,code_switched,female,Younger,same,Older
train_887_1,SAHIL,monolingual_HI,male,Younger,different,Younger
train_709_4,INDRAVARDHAN,code_switched,male,Older,different,Older
train_508_1,MONISHA,monolingual_HI,female,Younger,different,Younger
train_494_4,MAYA,monolingual_HI,female,Older,different,Older
train_474_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_452_2,ROSESH,code_switched,male,Younger,different,Older
train_489_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_716_2,INDRAVARDHAN,monolingual_EN,male,Older,different,Younger
train_594_1,SAHIL,code_switched,male,Younger,same,Younger
train_695_1,MONISHA,code_switched,female,Younger,different,Younger
train_824_3,MAYA,code_switched,female,Older,different,Older
train_511_1,MAYA,monolingual_EN,female,Older,different,Younger
train_673_2,VITTHAL,monolingual_HI,male,Older,different,Older
train_636_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_845_2,NAISHA,monolingual_EN,female,Older,different,Older
train_610_1,NAGESH,code_switched,male,Older,same,Younger
train_748_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Younger
train_691_1,SAHIL,code_switched,male,Younger,same,Younger
train_634_4,MAYA,code_switched,female,Older,different,Younger
train_629_1,SAHIL,code_switched,male,Younger,same,Younger
train_748_5,INDRAVARDHAN,code_switched,male,Older,same,Older
train_771_1,MONISHA,code_switched,female,Younger,different,Younger
train_757_2,MAYA,code_switched,female,Older,different,Younger
train_797_2,SAHIL,code_switched,male,Younger,different,Younger
train_841_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_887_4,MONISHA,code_switched,female,Younger,different,Younger
train_508_4,SAHIL,code_switched,male,Younger,different,Younger
train_677_2,MAYA,monolingual_HI,female,Older,different,Older
train_515_1,ROSESH,code_switched,male,Younger,same,Younger
train_865_2,MAYA,code_switched,female,Older,same,Younger
train_494_1,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_806_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_508_5,MONISHA,monolingual_EN,female,Younger,different,Younger
train_677_3,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_887_5,SAHIL,code_switched,male,Younger,different,Younger
train_574_1,SAHIL,code_switched,male,Younger,same,Younger
train_630_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Older
train_549_1,YAMRAJ,code_switched,male,Older,different,Older
train_454_1,MAYA,code_switched,female,Older,same,Older
train_839_3,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_472_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_449_4,INDRAVARDHAN,code_switched,male,Older,same,Older
train_710_1,MONISHA,code_switched,female,Younger,different,Older
train_755_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_736_2,INDRAVARDHAN,monolingual_HI,male,Older,same,Older
train_612_4,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_748_6,ROSESH,code_switched,male,Younger,same,Older
train_549_3,YAMRAJ,code_switched,male,Older,different,Older
train_771_2,SAHIL,code_switched,male,Younger,different,Younger
train_757_1,ROSESH,code_switched,male,Younger,different,Older
train_797_1,MONISHA,code_switched,female,Younger,same,Younger
train_841_1,SAHIL,code_switched,male,Younger,same,Older
train_709_2,BAA,code_switched,female,Older,different,Older
train_574_3,SAHIL,code_switched,male,Younger,same,Younger
train_508_7,MONISHA,code_switched,female,Younger,different,Younger
train_677_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_494_3,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_576_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_515_2,DUSHYANT,code_switched,male,Younger,same,Younger
train_494_2,MAYA,code_switched,female,Older,different,Older
train_865_1,RAMBA,monolingual_HI,female,Younger,same,Older
train_508_6,SAHIL,code_switched,male,Younger,different,Younger
train_574_2,ROSESH,code_switched,male,Younger,same,Younger
train_732_5,RAJ GOPAL SHARMA,code_switched,male,Older,same,Younger
train_537_4,MAYA,code_switched,female,Older,different,Younger
train_592_1,MAYA,code_switched,female,Older,different,Younger
train_549_2,MAYA,code_switched,female,Older,different,Older
train_454_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_748_7,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_736_1,BALDEV,code_switched,male,Older,same,Older
train_710_2,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_780_3,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_601_2,ROSESH,code_switched,male,Younger,same,Younger
train_563_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_526_1,MONISHA,code_switched,female,Younger,same,Older
train_738_3,MAYA,code_switched,female,Older,same,Older
train_660_3,SAHIL,code_switched,male,Younger,different,Younger
train_854_1,SAHIL,monolingual_HI,male,Younger,different,Younger
train_811_1,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_837_2,VITTHAL,code_switched,male,Older,same,Older
train_498_2,MAYA,code_switched,female,Older,different,Older
train_764_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_707_1,BAA,code_switched,female,Older,same,Older
train_799_2,SAHIL,code_switched,male,Younger,same,Older
train_541_6,MAYA,code_switched,female,Older,same,Older
train_894_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_786_5,ROSESH,code_switched,male,Younger,same,Younger
train_607_4,MONISHA,code_switched,female,Younger,different,Younger
