utt_id,interaction_id,speaker,speaker_age_mode,prev_speaker,interlocutor_age_bucket,age_match,gender,age_bucket,condition
train_1144_3,train_1144,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1145_0,train_1145,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1145_1,train_1145,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1146_0,train_1146,ROSESH,Younger,,,different,male,Younger,code_switched
train_1146_1,train_1146,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
train_1148_5,train_1148,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1149_0,train_1149,MONISHA,Younger,,,different,female,Younger,code_switched
train_1149_1,train_1149,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
train_1149_2,train_1149,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
train_1150_0,train_1150,INDRAVARDHAN,Older,,,different,male,Older,monolingual_HI
train_1150_1,train_1150,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1150_2,train_1150,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1150_3,train_1150,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1151_0,train_1151,MAYA,Older,,,different,female,Older,monolingual_HI
train_1151_1,train_1151,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_1151_2,train_1151,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1151_3,train_1151,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_1151_5,train_1151,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1152_0,train_1152,SAHIL,Younger,,,different,male,Younger,monolingual_EN
train_1152_1,train_1152,ROSESH,Younger,SAHIL,Younger,same,male,Younger,monolingual_EN
train_1152_2,train_1152,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
train_1153_0,train_1153,ROSESH,Younger,,,different,male,Younger,code_switched
train_1153_1,train_1153,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1154_4,train_1154,SAHIL,Younger,,,different,male,Younger,code_switched
train_1155_0,train_1155,MAYA,Older,,,different,female,Older,code_switched
train_1155_1,train_1155,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1155_2,train_1155,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1155_3,train_1155,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_EN
train_1155_4,train_1155,SAHIL,Younger,MAYA,Older,different,male,Younger,monolingual_EN
train_1155_5,train_1155,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
train_1156_0,train_1156,MONISHA,Younger,,,different,female,Younger,code_switched
train_1156_1,train_1156,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,code_switched
train_1156_2,train_1156,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1156_3,train_1156,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,code_switched
train_1156_4,train_1156,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1156_5,train_1156,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,code_switched
train_1156_6,train_1156,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1156_8,train_1156,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1157_0,train_1157,DUSHYANT,Younger,,,different,male,Younger,code_switched
train_1157_1,train_1157,MAYA,Older,DUSHYANT,Younger,different,female,Older,code_switched
train_1157_2,train_1157,DUSHYANT,Younger,MAYA,Older,different,male,Younger,code_switched
train_1157_3,train_1157,MAYA,Older,DUSHYANT,Younger,different,female,Older,code_switched
train_1158_0,train_1158,MAYA,Older,,,different,female,Older,code_switched
train_1158_1,train_1158,DAKSESH,Younger,MAYA,Older,different,male,Younger,code_switched
train_1158_2,train_1158,INDRAVARDHAN,Older,DAKSESH,Younger,different,male,Older,monolingual_HI
train_1159_0,train_1159,ROSESH,Younger,,,different,male,Younger,code_switched
train_1159_1,train_1159,ROSESH,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1159_2,train_1159,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_116_0,train_116,MAYA,Older,,,different,female,Older,code_switched
train_116_1,train_116,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_116_2,train_116,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
train_116_3,train_116,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_116_4,train_116,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
train_116_5,train_116,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_1160_3,train_1160,ROSESH,Younger,,,different,male,Younger,code_switched
train_1160_4,train_1160,SAHIL,Younger,ROSESH,Younger,same,male,Younger,monolingual_HI
train_1161_0,train_1161,MAYA,Older,,,different,female,Older,code_switched
train_1162_0,train_1162,MONISHA,Younger,,,different,female,Younger,monolingual_HI
train_1162_1,train_1162,MONISHA,Younger,MONISHA,Younger,same,female,Younger,monolingual_HI
train_1162_2,train_1162,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
train_1162_4,train_1162,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
train_1163_0,train_1163,MADHUSUDAN,Older,,,different,male,Older,monolingual_HI
train_1163_1,train_1163,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,monolingual_HI
train_1163_2,train_1163,MADHUSUDAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
train_1163_3,train_1163,MADHUSUDAN,Older,MADHUSUDAN,Older,same,male,Older,code_switched
train_1163_4,train_1163,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,code_switched
train_1164_0,train_1164,MADHUSUDAN,Older,,,different,male,Older,code_switched
train_1164_1,train_1164,MAYA,Older,MADHUSUDAN,Older,same,female,Older,code_switched
train_1164_2,train_1164,MADHUSUDAN,Older,MAYA,Older,same,male,Older,code_switched
train_1164_3,train_1164,MAYA,Older,MADHUSUDAN,Older,same,female,Older,monolingual_HI
train_1165_0,train_1165,SAHIL,Younger,,,different,male,Younger,code_switched
train_1165_1,train_1165,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,monolingual_HI
train_1165_2,train_1165,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
train_1165_3,train_1165,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1165_4,train_1165,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,monolingual_EN
train_1165_5,train_1165,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_EN
train_1165_6,train_1165,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,monolingual_HI
train_1165_7,train_1165,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_HI
train_1165_8,train_1165,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,monolingual_HI
train_1166_0,train_1166,DUSHYANT,Younger,,,different,male,Younger,code_switched
train_1166_1,train_1166,ROSESH,Younger,DUSHYANT,Younger,same,male,Younger,monolingual_EN
train_1166_2,train_1166,DUSHYANT,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1166_3,train_1166,DUSHYANT,Younger,DUSHYANT,Younger,same,male,Younger,code_switched
train_1166_4,train_1166,MAYA,Older,DUSHYANT,Younger,different,female,Older,code_switched
train_1167_0,train_1167,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1167_1,train_1167,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1168_3,train_1168,MAYA,Older,,,different,female,Older,code_switched
train_1169_5,train_1169,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1169_6,train_1169,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1169_7,train_1169,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_EN
train_117_0,train_117,MAYA,Older,,,different,female,Older,code_switched
train_1171_0,train_1171,MAYA,Older,,,different,female,Older,code_switched
train_1171_1,train_1171,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1172_0,train_1172,MONISHA,Younger,,,different,female,Younger,code_switched
train_1172_1,train_1172,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1173_0,train_1173,KISMI,Younger,,,different,female,Younger,code_switched
train_1173_1,train_1173,INDRAVARDHAN,Older,KISMI,Younger,different,male,Older,code_switched
train_1173_2,train_1173,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1174_0,train_1174,MAYA,Older,,,different,female,Older,monolingual_HI
train_1175_0,train_1175,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1175_1,train_1175,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1176_0,train_1176,MONISHA,Younger,,,different,female,Younger,code_switched
train_1177_0,train_1177,ROSESH,Younger,,,different,male,Younger,code_switched
train_1177_1,train_1177,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
train_1178_0,train_1178,SAHIL,Younger,,,different,male,Younger,code_switched
train_1178_1,train_1178,JUGALKISHORE,Older,SAHIL,Younger,different,male,Older,monolingual_HI
train_1178_2,train_1178,SAHIL,Younger,JUGALKISHORE,Older,different,male,Younger,monolingual_HI
train_1179_3,train_1179,MONISHA,Younger,,,different,female,Younger,code_switched
train_1179_4,train_1179,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1179_5,train_1179,MONISHA,Younger,SAHIL,Younger,same,female,Younger,monolingual_HI
train_1179_6,train_1179,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_118_0,train_118,SAHIL,Younger,,,different,male,Younger,monolingual_HI
train_118_1,train_118,SONIYA,Younger,SAHIL,Younger,same,female,Younger,code_switched
train_118_2,train_118,INDRAVARDHAN,Older,SONIYA,Younger,different,male,Older,code_switched
train_1180_0,train_1180,MAYA,Older,,,different,female,Older,code_switched
train_1180_1,train_1180,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1181_4,train_1181,MAYA,Older,,,different,female,Older,code_switched
train_1181_5,train_1181,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1181_6,train_1181,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1183_0,train_1183,MONISHA,Younger,,,different,female,Younger,code_switched
train_1183_1,train_1183,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1184_0,train_1184,MAYA,Older,,,different,female,Older,code_switched
train_1184_1,train_1184,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1184_3,train_1184,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
train_1185_3,train_1185,AMAR TWANSHU,Younger,,,different,male,Younger,code_switched
train_1185_4,train_1185,SAHIL,Younger,AMAR TWANSHU,Younger,same,male,Younger,code_switched
train_1185_5,train_1185,AMAR TWANSHU,Younger,SAHIL,Younger,same,male,Younger,code_switched
train_1185_6,train_1185,INDRAVARDHAN,Older,AMAR TWANSHU,Younger,different,male,Older,code_switched
train_1186_0,train_1186,MAYA,Older,,,different,female,Older,code_switched
train_1186_1,train_1186,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
train_1186_2,train_1186,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
train_1187_0,train_1187,MAYA,Older,,,different,female,Older,code_switched
train_1188_0,train_1188,MONISHA,Younger,,,different,female,Younger,code_switched
train_1188_1,train_1188,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1188_2,train_1188,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
train_1189_0,train_1189,MONISHA,Younger,,,different,female,Younger,monolingual_HI
train_1189_1,train_1189,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_119_0,train_119,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_119_1,train_119,SONIYA,Younger,INDRAVARDHAN,Older,different,female,Younger,monolingual_HI
train_119_2,train_119,INDRAVARDHAN,Older,SONIYA,Younger,different,male,Older,code_switched
train_119_3,train_119,MADHUSUDAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
train_119_4,train_119,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,monolingual_HI
train_119_5,train_119,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
train_119_6,train_119,MADHUSUDAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
train_119_7,train_119,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,code_switched
train_1190_2,train_1190,SAHIL,Younger,,,different,male,Younger,code_switched
train_1191_0,train_1191,MAYA,Older,,,different,female,Older,code_switched
train_1191_1,train_1191,SAHIL,Younger,MAYA,Older,different,male,Younger,monolingual_EN
train_1191_2,train_1191,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
train_1191_4,train_1191,MAYA,Older,MAYA,Older,same,female,Older,monolingual_EN
train_1191_8,train_1191,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1192_2,train_1192,MAYA,Older,,,different,female,Older,code_switched
train_1192_3,train_1192,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
train_1193_1,train_1193,MAYA,Older,,,different,female,Older,monolingual_EN
train_1193_2,train_1193,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1193_3,train_1193,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1193_4,train_1193,MAYA,Older,ROSESH,Younger,different,female,Older,monolingual_EN
train_1193_5,train_1193,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1194_0,train_1194,MONISHA,Younger,,,different,female,Younger,code_switched
train_1194_1,train_1194,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1195_1,train_1195,MAYA,Older,,,different,female,Older,monolingual_EN
train_1195_2,train_1195,INSPECTOR,Older,MAYA,Older,same,male,Older,code_switched
train_1196_0,train_1196,MONISHA,Younger,,,different,female,Younger,code_switched
train_1196_1,train_1196,ROSESH,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1196_2,train_1196,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_1197_0,train_1197,INDRAVARDHAN,Older,,,different,male,Older,monolingual_HI
train_1197_1,train_1197,BAA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1197_2,train_1197,MAYA,Older,BAA,Older,same,female,Older,code_switched
train_1197_3,train_1197,BAA,Older,MAYA,Older,same,female,Older,monolingual_HI
train_1197_4,train_1197,MAYA,Older,BAA,Older,same,female,Older,code_switched
train_1197_5,train_1197,BAA,Older,MAYA,Older,same,female,Older,monolingual_HI
train_1198_2,train_1198,MAYA,Older,,,different,female,Older,code_switched
train_1199_3,train_1199,MONISHA,Younger,,,different,female,Younger,code_switched
train_1199_5,train_1199,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_12_0,train_12,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_12_1,train_12,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_12_2,train_12,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_12_3,train_12,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_120_0,train_120,MAYA,Older,,,different,female,Older,monolingual_HI
train_1200_0,train_1200,MONISHA,Younger,,,different,female,Younger,monolingual_HI
train_1200_1,train_1200,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1201_0,train_1201,ROSESH,Younger,,,different,male,Younger,code_switched
train_1201_1,train_1201,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_1203_0,train_1203,MAYA,Older,,,different,female,Older,code_switched
train_1203_1,train_1203,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_HI
train_1203_2,train_1203,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_1203_3,train_1203,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
train_1203_4,train_1203,ROSESH,Younger,ROSESH,Younger,same,male,Younger,monolingual_HI
train_1203_5,train_1203,MAYA,Older,ROSESH,Younger,different,female,Older,monolingual_HI
train_1203_6,train_1203,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_EN
train_1203_7,train_1203,MONISHA,Younger,ROSESH,Younger,same,female,Younger,monolingual_HI
train_1203_8,train_1203,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1203_9,train_1203,ROSESH,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1203_10,train_1203,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_1203_11,train_1203,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1203_12,train_1203,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_HI
train_1203_13,train_1203,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_1203_14,train_1203,MONISHA,Younger,MAYA,Older,different,female,Younger,monolingual_HI
train_1203_15,train_1203,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1203_16,train_1203,MAYA,Older,MAYA,Older,same,female,Older,monolingual_HI
train_1203_17,train_1203,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1204_0,train_1204,RITA,Younger,,,different,female,Younger,code_switched
train_1204_1,train_1204,MAYA,Older,RITA,Younger,different,female,Older,monolingual_HI
train_1204_2,train_1204,RITA,Younger,MAYA,Older,different,female,Younger,code_switched
train_1204_3,train_1204,MAYA,Older,RITA,Younger,different,female,Older,monolingual_HI
train_1206_0,train_1206,NAISHA,Older,,,different,female,Older,code_switched
train_1206_1,train_1206,JUGALKISHORE,Older,NAISHA,Older,same,male,Older,code_switched
train_1207_0,train_1207,MONISHA,Younger,,,different,female,Younger,code_switched
train_1207_1,train_1207,SIMPLE,Older,MONISHA,Younger,different,female,Older,monolingual_EN
train_1207_2,train_1207,ROSESH,Younger,SIMPLE,Older,different,male,Younger,code_switched
train_1207_3,train_1207,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
train_1207_4,train_1207,SIMPLE,Older,MAYA,Older,same,female,Older,code_switched
train_1208_0,train_1208,MAYA,Older,,,different,female,Older,monolingual_EN
train_1208_1,train_1208,MAYA,Older,MAYA,Older,same,female,Older,monolingual_EN
train_1208_2,train_1208,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_1208_3,train_1208,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1208_4,train_1208,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_121_0,train_121,ROSESH,Younger,,,different,male,Younger,code_switched
train_121_1,train_121,MONISHA,Younger,ROSESH,Younger,same,female,Younger,code_switched
train_121_2,train_121,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1210_0,train_1210,MAYA,Older,,,different,female,Older,code_switched
train_1210_1,train_1210,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_EN
train_1210_2,train_1210,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1211_0,train_1211,SAHIL,Younger,,,different,male,Younger,code_switched
train_1211_1,train_1211,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
train_1211_3,train_1211,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1212_5,train_1212,MAYA,Older,,,different,female,Older,monolingual_HI
train_1212_6,train_1212,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
train_1212_7,train_1212,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_HI
train_1212_8,train_1212,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
train_1213_0,train_1213,RADHABAI,Older,,,different,female,Older,monolingual_HI
train_1213_1,train_1213,SAHIL,Younger,RADHABAI,Older,different,male,Younger,code_switched
train_1213_2,train_1213,RADHABAI,Older,SAHIL,Younger,different,female,Older,code_switched
train_1213_3,train_1213,SAHIL,Younger,RADHABAI,Older,different,male,Younger,code_switched
train_1214_0,train_1214,ROSESH,Younger,,,different,male,Younger,monolingual_HI
train_1214_1,train_1214,SAHIL,Younger,ROSESH,Younger,same,male,Younger,monolingual_EN
train_1214_2,train_1214,ROSESH,Younger,SAHIL,Younger,same,male,Younger,monolingual_HI
train_1214_3,train_1214,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1214_4,train_1214,ROSESH,Younger,SAHIL,Younger,same,male,Younger,monolingual_HI
train_1214_5,train_1214,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1214_6,train_1214,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
train_1214_7,train_1214,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
train_1216_1,train_1216,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1216_2,train_1216,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1217_2,train_1217,MONISHA,Younger,,,different,female,Younger,code_switched
train_1217_3,train_1217,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1219_0,train_1219,ROSESH,Younger,,,different,male,Younger,monolingual_HI
train_1219_1,train_1219,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
train_1219_2,train_1219,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1219_3,train_1219,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1219_4,train_1219,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1220_0,train_1220,MONISHA,Younger,,,different,female,Younger,code_switched
train_1220_1,train_1220,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1221_2,train_1221,DUSHYANT,Younger,,,different,male,Younger,code_switched
train_1221_3,train_1221,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
train_1221_5,train_1221,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1221_6,train_1221,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1221_7,train_1221,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_HI
train_1222_2,train_1222,MONISHA,Younger,,,different,female,Younger,code_switched
train_1222_4,train_1222,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1222_5,train_1222,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1222_6,train_1222,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,code_switched
train_1222_7,train_1222,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1222_8,train_1222,SONIYA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1224_0,train_1224,MAYA,Older,,,different,female,Older,code_switched
train_1225_0,train_1225,INDRAVARDHAN,Older,,,different,male,Older,monolingual_HI
train_1225_1,train_1225,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1225_2,train_1225,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
train_1226_0,train_1226,MONISHA,Younger,,,different,female,Younger,monolingual_HI
train_1226_1,train_1226,ROSESH,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
train_1226_2,train_1226,MONISHA,Younger,ROSESH,Younger,same,female,Younger,code_switched
train_1226_3,train_1226,MAYA,Older,MONISHA,Younger,different,female,Older,monolingual_HI
train_1227_2,train_1227,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1227_3,train_1227,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_EN
train_1228_0,train_1228,ROSESH,Younger,,,different,male,Younger,code_switched
train_1228_1,train_1228,SHARMAN,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1228_2,train_1228,ROSESH,Younger,SHARMAN,Younger,same,male,Younger,monolingual_HI
train_1228_3,train_1228,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
train_1228_4,train_1228,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1228_5,train_1228,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
train_1229_0,train_1229,SAHIL,Younger,,,different,male,Younger,code_switched
train_1229_1,train_1229,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
train_1229_2,train_1229,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_123_0,train_123,MAYA,Older,,,different,female,Older,monolingual_EN
train_123_1,train_123,MONISHA,Younger,MAYA,Older,different,female,Younger,code_switched
train_123_2,train_123,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_123_3,train_123,MONISHA,Younger,MAYA,Older,different,female,Younger,monolingual_HI
train_123_4,train_123,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1230_0,train_1230,MAYA,Older,,,different,female,Older,code_switched
train_1230_1,train_1230,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1230_2,train_1230,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1230_3,train_1230,MAYA,Older,MONISHA,Younger,different,female,Older,monolingual_HI
train_1231_2,train_1231,ROSESH,Younger,,,different,male,Younger,monolingual_HI
train_1231_3,train_1231,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,monolingual_HI
train_1233_0,train_1233,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1233_1,train_1233,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1234_2,train_1234,MAYA,Older,,,different,female,Older,code_switched
train_1234_3,train_1234,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1235_0,train_1235,ROSESH,Younger,,,different,male,Younger,code_switched
train_1235_1,train_1235,ROSESH,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1236_0,train_1236,BABU,Older,,,different,male,Older,code_switched
train_1236_1,train_1236,SAHIL,Younger,BABU,Older,different,male,Younger,code_switched
train_1236_2,train_1236,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
train_1236_3,train_1236,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1236_4,train_1236,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
train_1236_5,train_1236,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_EN
train_1236_6,train_1236,MONISHA,Younger,MAYA,Older,different,female,Younger,monolingual_EN
train_1236_7,train_1236,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1237_1,train_1237,MAYA,Older,,,different,female,Older,monolingual_HI
train_1237_2,train_1237,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1238_0,train_1238,MONISHA,Younger,,,different,female,Younger,code_switched
train_1238_1,train_1238,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
train_1239_0,train_1239,ROSESH,Younger,,,different,male,Younger,code_switched
train_1239_1,train_1239,DUSHYANT,Younger,ROSESH,Younger,same,male,Younger,monolingual_HI
train_1239_2,train_1239,DUSHYANT,Younger,DUSHYANT,Younger,same,male,Younger,code_switched
train_1239_3,train_1239,MAYA,Older,DUSHYANT,Younger,different,female,Older,code_switched
train_124_0,train_124,MAYA,Older,,,different,female,Older,code_switched
train_124_1,train_124,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1240_0,train_1240,MONISHA,Younger,,,different,female,Younger,code_switched
train_1240_1,train_1240,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1241_0,train_1241,MAYA,Older,,,different,female,Older,code_switched
