,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments,Minimum pitch,Maximum pitch,Mean pitch,Std Dev Pitch,Minimum intensity,Maximum intensity,Mean intensity,Std Dev Intensity,Jitter,Shimmer,HNR
1167,train_1208,train_1208_3.wav,MAYA,Mujhe ajeeb si aavaaj sunae de rahi hai!,I hear a strange sound!,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,8,-1,0,-1,-1,84.92443933460456,419.8840115851397,238.49943706908095,98.8223088381984,45.269343741856055,66.74414287027345,57.72338504002189,4.704422166381711,0.025864441539532,0.1741590258653494,4.935476796023731
1168,train_1208,train_1208_4.wav,INDRAVARDHAN,"Huh? Haan, to bolna band karo na, fir aavaaj sunaayi nahi degi.","Huh? Yes, don't speak with the band, then you won't hear anything again.","['EN', 'OTHER', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,12,-1,0,-1,-1,83.46736810906339,398.61491698897447,211.60990649681844,81.40323036353243,46.22128220769967,73.90274916004748,64.63006333871778,6.77457066901451,0.025364873997613294,0.18131674789238655,4.762973902900127
1176,train_1212,train_1212_5.wav,MAYA,Vo ro rahi thi!?,She was crying!?,"['HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1,111.29255144810041,470.853301251862,212.89520115808784,92.48541511441003,34.66689129960992,67.3643031237949,58.496430002663374,9.81484719124376,0.024353455949600995,0.11876822740768549,11.746396442918206
1177,train_1212,train_1212_6.wav,SAHIL,"Dono ro rahe the. Aur fir dad ne fir uss lady ka haath pakad kar ye bhi kaha ki, ""Mujhe or thoda waqt do... Yashodha""","Both were crying. And then dad again held the lady's hand and said, ""Give me some more time...Yashodha.""","['HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'HI']",CSW,I,25,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",12,"[3, 4, 6, 8, 10, 11, 15, 16, 19, 20, 22, 23]","[1, 2, 2, 2, 1, 4, 1, 3, 1, 2, 1, 2]",90.93896399603962,534.6312866309834,200.31544674026856,137.970872020584,26.72332189836906,67.53521624039188,55.15045849125152,9.055062983151506,0.025338633536131666,0.14875754952688258,6.405396015723718
1178,train_1212,train_1212_7.wav,MAYA,Yasodha? Aray Jashodha! Indu ki buaa Jashsodha Fai!,Yasodha? Hey Jashodha! Indu's aunt Jashsodha Fai!,"['HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,8,-1,0,-1,-1,75.47977520830335,602.5954828735206,388.6478672482815,141.16493901385155,14.776990820377408,69.31309892578109,56.15249884150093,11.961655454722496,0.019400633308202457,0.12205890181229784,9.800338868797343
1179,train_1212,train_1212_8.wav,SAHIL,"Low cut, silk gown, pairon mein 6 inch stilletos pehan kar, cigratte peeti hai, Jashodha Fai?","Wearing a low cut, silk gown, 6 inch stilettos, smoking cigarettes, Jashoda Fai?","['EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I,16,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[4, 6, 9]","[2, 3, 7]",107.40158192857022,627.3786552744366,215.8669093799186,117.7570078743531,14.61083407786142,66.2306437086856,56.61463606577945,14.748432284270287,0.01852366261476943,0.10191973199083011,12.323086553698074
1180,train_1213,train_1213_0.wav,RADHABAI,Sahil baba! Sahil baba!,Sahil baba! Sahil baba!,"['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1,88.12062242639045,582.0986302415973,363.83070980919456,154.17622219132093,31.306923824218636,71.89799278968329,63.99398647507566,10.477920205867346,0.02174186371177343,0.15103590060423996,5.83320530084892
1181,train_1213,train_1213_1.wav,SAHIL,"Kya hua Radhabhai, ab tum kyu chilla rahi ho!?","What happened Radhabhai, why are you shouting now!?","['HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,9,-1,0,-1,-1,124.67646919793043,447.3073204411508,223.36953756544568,84.69478943661031,19.044272533093196,70.47030887274425,63.10693783490497,11.711086213913518,0.015554824945507844,0.13458776313755152,9.221216602880574
1182,train_1213,train_1213_2.wav,RADHABAI,Monisha memsahab kab se joor joor se chilla rahi hai!,Monisha mamsaheb has been shouting loudly for a long time!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,10,-1,0,-1,-1,126.43413625764738,622.751816455703,401.92410113546924,89.00381846623246,18.876258871147712,72.93486235854607,63.02822253109725,10.212639820485032,0.014800807400189095,0.11075153889943042,12.75552931133488
1183,train_1213,train_1213_3.wav,SAHIL,"Haan, vo 500 ke sandals 250 mein mil gaye honge Mega mall mein...","Yes, those 500 sandals would be available for 250 in the mega mall...","['HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[4, 6, 7, 8, 10, 12]","[2, 1, 1, 2, 2, 1]",126.71404776448124,396.4535531358681,216.59447342817842,41.233800872811585,34.30610163645463,72.4979437609843,64.70929116259113,7.448283938368901,0.015420290240654898,0.13888051397136975,7.872817214465155
1264,train_123,train_123_0.wav,MAYA,Hello gentlemen!,Hello gentlemen!,"['EN', 'EN', 'OTHER']",EN,-1,2,-1,0,-1,-1,152.47062123504344,560.6912092439916,266.6928991100019,116.09170311699704,32.48292606581692,71.21226137703823,61.79765482971596,12.217640094540618,0.02889811588724509,0.12054876473799013,9.011311352205759
1265,train_123,train_123_1.wav,MONISHA,"Mummy ji,mai to ladies hu...","Mom, I am a lady...","['HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,5,['HI > EN'],1,[2],[3],108.90774116603409,452.09937789093874,295.1317657324086,104.34676843309936,13.615527828943097,71.9382124191689,62.88681429194183,14.009123207771262,0.01856731953127358,0.09686616372394277,12.331406241851349
1266,train_123,train_123_2.wav,MAYA,Kitni? 10 ya 12?,How many? 10 or 12?,"['HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1,4,-1,0,-1,-1,182.88375856595647,521.6955183839025,352.1476023666189,111.23701751608462,13.56308120838638,71.78872657916868,59.86921258308548,18.92032820986678,0.03642690070897736,0.11599810353608375,11.384399355034693
1267,train_123,train_123_3.wav,MONISHA,"Nahi, ek.","No, one.","['HI', 'OTHER', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1,166.51935215656314,519.9001749226499,315.9536825480047,96.24060273851974,15.008728545213998,72.23960979831106,60.490339544796676,14.765605790107697,0.02177480010861535,0.0964971676866441,9.281605167704603
1268,train_123,train_123_4.wav,MAYA,"To fir plural ka istemaal kyu karti ho Monisha!? ""Mai to ladies hu"".","Then why do you use plural Monisha!? ""I am a lady"".","['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[2, 3, 7, 8, 9]","[1, 4, 1, 1, 4]",95.43524656508666,584.0212142377189,260.84646024029206,84.22481007671657,32.11023937028882,71.20382854025064,63.172275361388074,8.97894956226026,0.020500051065813363,0.10188637671066943,9.752718525390314
1271,train_1241,train_1241_0.wav,MAYA,"Kyu, tum humare hone vaale bachche ke baap nahi ho?","Why, aren't you the father of our future child?","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,10,-1,0,-1,-1,77.29821025866413,600.1260984102576,282.22085580058035,100.88883918388282,17.874559993713042,65.73992648272558,53.99469308743792,11.70095074072217,0.02222143516040582,0.14283465318725663,9.426453411554059
1272,train_1241,train_1241_2.wav,MAYA,"Indu, kachchi mango hogi ghar pe?","Indu, will you have raw mangoes at home?","['HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,6,"['HI > EN', 'EN > HI']",2,"[2, 3]","[1, 3]",135.62695584476552,594.5503150285389,220.94840872461094,51.96317849409446,17.543897383220628,65.085512071763,51.554590585848466,10.996430402535719,0.01957391094582411,0.1398125838618312,10.26022088071825
1273,train_1241,train_1241_5.wav,BAA,Chup kar!,Keep quiet!,"['HI', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1,98.36350904435584,486.7177205583318,358.46959867033024,115.83505290657382,14.639319303135242,65.15269795859187,54.48645975121295,15.851963946988299,0.027756098317060184,0.1347204470330877,11.829286182853908
1274,train_1241,train_1241_6.wav,BAA,"Ae Bakuda ke baapu ji, isane to humari naak katava di!","O Bapu ji of Bakuda, he has got our nose cut off!","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,11,-1,0,-1,-1,92.71718428941446,432.1152978401552,301.55112000979614,70.20255847562038,15.743843105562407,66.87596612910987,56.509174418704276,7.497627181482205,0.011394818771625848,0.14251636426457376,12.525996827966853
1275,train_1241,train_1241_7.wav,BAA,Ab to ye nakachaḍhi ko apanana hi padega!,From now on we will learn to embrace this evil spirit!,"['EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,8,-1,0,-1,-1,276.714824148388,454.2045214492321,344.5144566556365,28.978098016665392,37.85657916230979,67.84167434723253,58.317049308741346,7.978417601382913,0.009904533852149155,0.12029695480458354,13.466702994559457
1310,train_1251,train_1251_0.wav,DUSHYANT,Kaunsa? Killer bike 1000 ya macho machine power bike?,Which one? Killer Bike 1000 or Macho Machine Power Bike?,"['HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,9,"['HI > EN', 'EN > HI']",2,"[1, 8]","[7, 1]",96.33189455915338,623.4156085493411,298.22573885235465,80.99292293209994,38.111381618942445,73.99921224625214,63.76478551004367,8.233975539715875,0.025653996888134353,0.15849333753948708,9.114113964977216
1311,train_1251,train_1251_1.wav,MAYA,Isse kya farak padta hai Dushyant!,"What difference does it make, Dushyant?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,6,-1,0,-1,-1,89.65133139324841,333.56853951181995,214.8310650614073,50.768374476141354,36.56678330792723,74.41894173247462,64.02502768916374,10.024700224208294,0.03352393577533416,0.1540480129896109,6.231509871188889
1312,train_1251,train_1251_2.wav,DUSHYANT,Farak padta hai mom. Killer bike 1000 bohot khatarnaak hai. I'll explain...,"It makes a difference, mom. Killer Bike 1000 is very dangerous. I'll explain...","['HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[3, 5, 6, 7, 10]","[2, 1, 1, 3, 2]",76.84187139076418,436.1771793615231,235.00159794540488,94.25262906040157,14.051354368713309,73.911039860207,62.737054843660516,14.825664583663137,0.03580722127190944,0.13875180648681448,8.379531384971308
1313,train_1251,train_1251_3.wav,DUSHYANT,Maan Leejie ki aap raasta hai aur Monisha bike hai. Aap let jaaiye yaha.,Suppose you are the road and Monisha is the bike. You lie down here.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,14,"['HI > EN', 'EN > HI']",2,"[11, 12]","[1, 2]",77.4957394283533,397.5582727817067,198.8568027430323,78.33226366894812,32.39874498954042,72.09588016675036,62.70727572378544,9.42807603922616,0.03618599541367052,0.13454817784841702,6.754245749885685
1314,train_1251,train_1251_4.wav,MAYA,"Thank you Dushyant, mai samajh gai ki killer bike bohot khatarnaak hai. I just hope ki vo doosari bike par chal raha hai.","Thank you Dushyant, I understood that killer bike is very dangerous. I just hope he is riding another bike.","['EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,"I, A",23,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[4, 7, 8, 12, 15]","[3, 1, 4, 3, 8]",63.401255942840834,394.12575562043816,227.06771842620498,63.91621237110018,38.02154341053389,71.05591266927824,61.515363239973844,7.301373076977505,0.037784028244933494,0.15756618099816966,6.855805203753919
1315,train_1252,train_1252_0.wav,INDRAVARDHAN,Nai nai Maya Mera yakin karo Yamraj Aaye The,"No no Maya, believe me, Yamraj had come.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,9,-1,0,-1,-1,103.58340874130386,252.9828572339627,142.76759406739308,36.83302806121949,27.67860794963689,69.53950430336083,59.20648562181651,9.24691444494804,0.0224609072274937,0.14362428571775757,7.134486108241897
1316,train_1252,train_1252_1.wav,MAYA,Hath Mein gadha Lekar mote se Bhainse pe baithkar,Sitting on a big buffalo with a mace in his hand,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,-1,9,-1,0,-1,-1,194.26496626022086,343.96311897540915,246.84712077296285,32.01726115847012,34.55446702352679,72.85130679858351,61.66205870020298,9.746697358203184,0.027520785640953557,0.15013200203887553,6.872843034681501
1317,train_1252,train_1252_2.wav,INDRAVARDHAN,Han han Hath Mein gadha Tu Ki per Bhainsa nahin tha. Chal kar Aaye The,"Yes yes, the thick leg in your hand was not that of a buffalo. had come walking","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN']",CSW,-1,15,-1,0,-1,-1,90.62772041543111,572.87415961453,191.4889380270891,67.80373499342201,35.588322528584676,68.99671501099841,59.6254248893561,7.529924629102953,0.015170245985392036,0.13603461682639487,10.543097293814855
1318,train_1252,train_1252_4.wav,INDRAVARDHAN,Han Kyunki Hamari building ke bahar board hai na outside vehicles not allowed.,Because there is a board outside our building No Outside Vehicles Not Allowed.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[6, 7, 8]","[1, 1, 5]",131.28414332394772,602.9199556810935,219.84802624088127,70.62893642014193,16.77070165656035,71.05645493849157,60.67779615625494,12.865437981264943,0.020592076034690775,0.14703515249402307,8.761139595033113
1327,train_1257,train_1257_4.wav,MONISHA,Daal aur Biryani...,Dal and biryani...,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1,225.9225407359976,520.7659926559238,397.5434302526047,60.38099302217794,16.00799417914078,72.68338755433565,61.4213900716236,16.76764823038434,0.012344434324630933,0.11922632271491397,12.090357046710666
1328,train_1257,train_1257_5.wav,SAHIL,Kaunsi!? Ye kaali kaali...,Which one!? This black black...,"['HI', 'OTHER', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,4,-1,0,-1,-1,149.68149982671346,494.55115311649735,258.46269754722186,96.64405420910516,15.910126685166931,74.14084332522351,62.368874460206165,18.612647360135096,0.017170297601537928,0.11337981894206842,8.95817904672699
1329,train_1257,train_1257_6.wav,MONISHA,Vo Biryani hai...,That's biryani...,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1,194.21464124633056,454.4941760030021,345.95934758935164,62.55939281320706,16.027023521728278,69.96206547901858,59.24342985811241,15.801522475408298,0.011047542375702175,0.09971253820648651,12.320882003282295
1330,train_1257,train_1257_7.wav,SAHIL,"Achchha, to blue daal hai...","Okay, so it's blue lentils...","['HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,5,"['HI > EN', 'EN > HI']",2,"[1, 3]","[2, 2]",77.35628207155969,544.6639441905729,192.60102458044807,89.64915811475127,12.71930482088734,73.25377506225858,57.486055599159826,14.515988849022849,0.014472122272630492,0.133032111999267,10.107864551201878
1331,train_1258,train_1258_0.wav,SAHIL,Baldev uncle ko bhi kehete hai ki kaal se ek skirt pehen le.,Baldev uncle is also told to wear a skirt from time to time.,"['EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,13,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[2, 8, 9, 10, 11]","[6, 1, 1, 1, 2]",111.20340726221824,208.88633588252594,161.14078841302234,25.74221244507012,10.654472667429916,71.86404238510892,62.730878061617055,22.63584625113133,0.021984690989735326,0.13482316461662164,10.20657437718925
1332,train_1258,train_1258_1.wav,SAHIL,Aur waise bhi tum dono ho ek hi jamat ke.,And anyway you both belong to the same group.,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,10,-1,0,-1,-1,126.97892665517298,383.9590361356121,205.5592906249024,65.02623201415477,11.096210966096688,73.34440854309825,64.80928762823231,16.722520970753504,0.01740128227177085,0.1122210435549118,11.645460331204951
1333,train_1258,train_1258_2.wav,MONISHA,Aur tum Maya Sarupa sanghathan ke member ho.,And you are a member of Maya Sarupa organization.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER']",CSW,I,8,['HI > EN'],1,[6],[2],171.79324403819317,522.5176210765388,367.7719713232227,68.46774905309552,21.236900824815148,73.58261470414936,64.62150353575824,11.831418979433018,0.014784181222856681,0.10044553345475828,11.810500046728622
1334,train_1258,train_1258_3.wav,MONISHA,"Dakaar bhi marte ho to ""I'm sorry I'm sorry"" aise kehete ho jaise kisi ka khoon kar ke sorry kehe rahe ho.","Even when you burp, you say ""I'm sorry, I'm sorry"" as if you are saying sorry after killing someone.","['HI', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,22,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",7,"[3, 8, 10, 11, 17, 18, 20]","[5, 2, 1, 6, 1, 2, 2]",165.80257072686618,597.8859133312909,384.04673020714273,89.81507804010567,10.05102619857071,74.25166606232833,63.7989683092582,13.99016947543988,0.0207869315898527,0.1014464013003807,12.954828891606052
1335,train_1258,train_1258_4.wav,SAHIL,Etiquette naam ki ek cheej hoti hai.,There is a thing called etiquette.,"['EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,7,['EN > HI'],1,[1],[6],102.88612279094065,519.3929842692878,245.05632161592158,86.61981112899552,11.234491923744006,72.9253696329325,64.0041001505624,14.50573152909498,0.023748990485871722,0.10257458385331969,11.380917354227366
1344,train_1263,train_1263_0.wav,MAYA,this is preposterous prep how could he do this usne itna bada dhoka shaadi karli rosesh ne bacha bhi hai,This is Preposterous Prep How could he do this he has committed such a big fraud and married Rosesh has also saved,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,A,20,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[9, 16, 17]","[7, 1, 3]",120.34563458373283,621.6014523071716,410.18748966199394,110.11996462293632,21.258677974403568,73.67608922136742,60.131849953119534,14.838742206384005,0.028081219219124775,0.11675138282063478,7.350511527390548
1345,train_1263,train_1263_1.wav,INDRAVARDHAN,ho jaata hai maya,it becomes illusion,"['EN', 'HI', 'HI', 'HI']",CSW,-1,4,-1,0,-1,-1,93.12582803525348,499.8255607367913,230.0159461654318,126.64976681049265,21.459855312393838,69.8355856292309,59.41808642868587,16.448403020244974,0.038697746598938626,0.12074136899864425,8.29293383272481
1346,train_1263,train_1263_2.wav,MAYA,ho kaise jaata hai indravadan ho kaise jaata hai,How does Indravadan happen? How does Indravadan happen?,"['EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,-1,9,-1,0,-1,-1,107.90695946985619,592.520239034971,283.9710228555037,109.46127332839971,16.369680658674348,70.35635412991329,60.723319658056354,13.223294830888474,0.027197522758331715,0.128291560092679,8.254584575571181
1347,train_1263,train_1263_3.wav,INDRAVARDHAN,ab maya bacha kaise ho jaata hai wo bhi tumhei samjhana padega,Now you will have to explain how Maya is saved.,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,-1,12,-1,0,-1,-1,78.67441332530689,481.8482107561266,181.90369077152627,91.20001004206799,30.789631715238617,71.14126334445201,61.29824554550895,7.350197715730541,0.03157571254749599,0.1384071192919859,6.52036537972315
1348,train_1263,train_1263_4.wav,MAYA,he has stabbed me in the back,he has stabbed me in the back,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']",EN,-1,7,-1,0,-1,-1,126.01064014750125,448.90324925290946,269.993733775961,92.55908676416018,17.73722728936392,69.41526085257242,59.595356036572575,13.768863663698752,0.02886886423273094,0.13592056036134742,10.38496327063328
1351,train_1265,train_1265_0.wav,MAYA,"Okay, 3 alag alag sizes ki diaries hai, and different envelopes, gift envelopes, aur yeh dekho, this is so sweet, just a little thank you note, or a card, or something!","Okay, there are 3 different sizes of diaries, and different envelopes, gift envelopes, and look at this, this is so sweet, just a little thank you note, or a card, or something!","['EN', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,"I, A",31,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",10,"[2, 4, 5, 6, 7, 8, 13, 16, 25, 26]","[2, 1, 1, 1, 1, 5, 3, 9, 1, 5]",91.71842428277053,570.3678583166613,244.01048574986703,106.74342881870979,32.1409421807935,76.24639889002182,64.31044242887072,8.818009292832915,0.02035986697693445,0.09838093106195928,8.730360505103867
1352,train_1265,train_1265_1.wav,MONISHA,"Haan maa, mai baaju vaale ghar mein hoon! Hehe, achchha. kyu?","Yes mother, I am in the house next door! Heh, okay. Why?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER']",HI,-1,11,-1,0,-1,-1,96.40343136329226,586.3948571938259,313.34929726442704,141.37671413116416,11.067466986041602,75.25181222581435,62.85792004423618,14.121453150772526,0.019061672091848784,0.08880008648202314,10.408514247003762
1353,train_1265,train_1265_2.wav,MAYA,"Monisha, shh, jara softly, please!","Monisha, shh, please softly, please!","['EN', 'OTHER', 'EN', 'OTHER', 'HI', 'EN', 'OTHER', 'EN', 'OTHER']",CSW,I,5,"['EN > HI', 'HI > EN']",2,"[2, 3]","[1, 2]",120.54839825830067,620.3332813691582,288.77292912611836,128.25422633751924,27.23504131613907,70.04660038135539,59.490381669018994,11.35238651224191,0.03164528376325604,0.13747800299964896,3.764384822267085
1354,train_1265,train_1265_3.wav,MONISHA,"Mummy ji, Delhi baat kar rahi hu na!","Mom, I am talking about Delhi!","['HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER']",CSW,-1,8,-1,0,-1,-1,266.42303413374816,620.4462551054554,452.74049862435356,79.45245038319153,11.000100524610703,71.59233486175889,63.82784396995227,14.588616969282372,0.014276000471185196,0.08598582076564736,14.46923121871607
1355,train_1265,train_1265_4.wav,MONISHA,"Maa, meri saas ne ghar me kaagaj ki sale lagai hai!","Mother, my mother-in-law has installed a paper sale in the house!","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,11,-1,0,-1,-1,79.99149260881052,579.4581744410888,389.0149980523198,76.79824260125083,23.384371462815402,72.86308575216046,63.7815184924564,9.792994593052825,0.03284242273008312,0.1107142142090773,8.62718238368657
1367,train_1269,train_1269_0.wav,INDRAVARDHAN,"Beta nashate mein whole wheat shandwich, soya milk, apple yogurt, and juice.","Beta breakfast: Whole wheat sandwich, soy milk, apple yogurt, and juice.","['HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[3, 6, 8]","[3, 2, 4]",89.80684136207361,277.82724137739064,182.28247285353248,38.100131040276885,15.633057870555179,70.34071210402145,61.025259284859914,17.795598551028,0.016283902991083135,0.1169022315038701,12.705311865428277
1368,train_1269,train_1269_1.wav,ROSESH,I am loving this!,I am loving this!,"['EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1,118.14694963807216,549.6597778510836,248.67967253376295,93.69718871187034,15.4936846391185,68.14609509696021,60.68444555328641,15.14572001000738,0.01226328624213765,0.10699253151615472,12.86446541617389
1369,train_1269,train_1269_2.wav,ROSESH,Lekin mujhe khaana nahi hai momma!,"But I don't want to eat, mother!","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,6,-1,0,-1,-1,123.99010489672618,362.7139495404495,281.7106471724044,50.34349758053711,15.636842628144299,68.80139913796405,61.3913228336265,17.879756548265593,0.0129826831971014,0.0913398490687611,12.236324667266581
1370,train_1269,train_1269_3.wav,INDRAVARDHAN,"Achchha, tumhe nahi khaana hai na beta, to ye lo.","Well, you don't want to eat it son, so have this.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",CSW,-1,10,-1,0,-1,-1,77.5943529774523,577.108543067098,164.5709577281975,75.4102478724779,15.711601214085265,72.88833178161705,62.08819662187021,12.216511900428737,0.023305212420267212,0.1474149959930434,6.687135383559383
