utt_id,file_id,speaker,speaker_gender_mode,prev_speaker,interlocutor_gender,gender_match,lang,condition
test_28_0,test_28_0,ILA,female,,,unknown,HI,monolingual_HI
test_28_1,test_28_1,INDRAVARDHAN,male,ILA,female,different,CS,code_switched
test_28_2,test_28_2,SARITA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
test_28_3,test_28_3,INDRAVARDHAN,male,SARITA,female,different,CS,code_switched
test_28_4,test_28_4,DINESH,male,INDRAVARDHAN,male,same,CS,code_switched
test_28_5,test_28_5,INDRAVARDHAN,male,DINESH,male,same,CS,code_switched
test_28_6,test_28_6,DINESH,male,INDRAVARDHAN,male,same,CS,code_switched
test_3_0,test_3_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_3_1,test_3_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_30_0,test_30_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_30_1,test_30_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_31_3,test_31_3,NAISHA,female,,,unknown,CS,code_switched
test_33_1,test_33_1,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_34_0,test_34_0,ROSESH,male,,,unknown,CS,code_switched
test_34_1,test_34_1,SAHIL,male,ROSESH,male,same,EN,monolingual_EN
test_34_2,test_34_2,ROSESH,male,SAHIL,male,same,CS,code_switched
test_34_3,test_34_3,SAHIL,male,ROSESH,male,same,CS,code_switched
test_34_5,test_34_5,SAHIL,male,SAHIL,male,same,CS,code_switched
test_35_0,test_35_0,INDRAVARDHAN,male,,,unknown,EN,monolingual_EN
test_35_2,test_35_2,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
test_36_1,test_36_1,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
test_37_0,test_37_0,ILA,female,,,unknown,CS,code_switched
test_37_1,test_37_1,SITA AND GEETA,female,ILA,female,same,CS,code_switched
test_37_2,test_37_2,INDRAVARDHAN,male,SITA AND GEETA,female,different,CS,code_switched
test_38_0,test_38_0,MAYA,female,,,unknown,CS,code_switched
test_38_1,test_38_1,MAYA,female,MAYA,female,same,CS,code_switched
test_39_0,test_39_0,MAYA,female,,,unknown,CS,code_switched
test_39_1,test_39_1,DUSHYANT,male,MAYA,female,different,CS,code_switched
test_39_2,test_39_2,MAYA,female,DUSHYANT,male,different,EN,monolingual_EN
test_4_1,test_4_1,ROSESH,male,,,unknown,CS,code_switched
test_4_2,test_4_2,INDRAVARDHAN,male,ROSESH,male,same,CS,code_switched
test_40_0,test_40_0,KOKI,female,,,unknown,HI,monolingual_HI
test_40_1,test_40_1,INDRAVARDHAN,male,KOKI,female,different,CS,code_switched
test_40_2,test_40_2,KOKI,female,INDRAVARDHAN,male,different,CS,code_switched
test_42_0,test_42_0,ILA,female,,,unknown,HI,monolingual_HI
test_43_1,test_43_1,MAYA,female,,,unknown,EN,monolingual_EN
test_43_2,test_43_2,ROSESH,male,MAYA,female,different,CS,code_switched
test_43_3,test_43_3,MAYA,female,ROSESH,male,different,CS,code_switched
test_45_0,test_45_0,MAYA,female,,,unknown,CS,code_switched
test_45_1,test_45_1,INDRAVARDHAN,male,MAYA,female,different,EN,monolingual_EN
test_45_2,test_45_2,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_45_3,test_45_3,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
test_46_1,test_46_1,ROSESH,male,,,unknown,CS,code_switched
test_48_0,test_48_0,MONISHA,female,,,unknown,CS,code_switched
test_48_1,test_48_1,SAHIL,male,MONISHA,female,different,HI,monolingual_HI
test_49_0,test_49_0,DUSHYANT,male,,,unknown,CS,code_switched
test_49_1,test_49_1,INDRAVARDHAN,male,DUSHYANT,male,same,CS,code_switched
test_5_0,test_5_0,KISMI,female,,,unknown,CS,code_switched
test_5_1,test_5_1,MAYA,female,KISMI,female,same,CS,code_switched
test_5_2,test_5_2,KISMI,female,MAYA,female,same,CS,code_switched
test_5_3,test_5_3,INDRAVARDHAN,male,KISMI,female,different,CS,code_switched
test_5_4,test_5_4,KISMI,female,INDRAVARDHAN,male,different,CS,code_switched
test_50_2,test_50_2,MONISHA,female,,,unknown,CS,code_switched
test_50_3,test_50_3,MAYA,female,MONISHA,female,same,CS,code_switched
test_50_4,test_50_4,MONISHA,female,MAYA,female,same,CS,code_switched
test_50_5,test_50_5,INDRAVARDHAN,male,MONISHA,female,different,CS,code_switched
test_51_1,test_51_1,SAHIL,male,,,unknown,EN,monolingual_EN
test_51_2,test_51_2,MAYA,female,SAHIL,male,different,EN,monolingual_EN
test_51_3,test_51_3,MR. SINDOLIN,male,MAYA,female,different,CS,code_switched
test_52_0,test_52_0,ROSESH,male,,,unknown,CS,code_switched
test_52_1,test_52_1,DUSHYANT,male,ROSESH,male,same,CS,code_switched
test_53_5,test_53_5,MONISHA,female,,,unknown,CS,code_switched
test_53_6,test_53_6,INDRAVARDHAN,male,MONISHA,female,different,CS,code_switched
test_54_1,test_54_1,MONISHA,female,,,unknown,CS,code_switched
test_55_0,test_55_0,MONISHA,female,,,unknown,CS,code_switched
test_55_1,test_55_1,MAYA,female,MONISHA,female,same,CS,code_switched
test_56_8,test_56_8,MAYA,female,,,unknown,CS,code_switched
test_57_0,test_57_0,MONISHA,female,,,unknown,CS,code_switched
test_57_1,test_57_1,SAHIL,male,MONISHA,female,different,CS,code_switched
test_6_0,test_6_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_6_1,test_6_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_60_0,test_60_0,BALDEV,male,,,unknown,CS,code_switched
test_60_1,test_60_1,INDRAVARDHAN,male,BALDEV,male,same,CS,code_switched
test_62_2,test_62_2,MONISHA,female,,,unknown,EN,monolingual_EN
test_62_3,test_62_3,SIMPLE,female,MONISHA,female,same,EN,monolingual_EN
test_62_4,test_62_4,MONISHA,female,SIMPLE,female,same,CS,code_switched
test_62_5,test_62_5,SIMPLE,female,MONISHA,female,same,CS,code_switched
test_62_6,test_62_6,MAYA,female,SIMPLE,female,same,CS,code_switched
test_62_7,test_62_7,SIMPLE,female,MAYA,female,same,CS,code_switched
test_63_0,test_63_0,MAYA,female,,,unknown,CS,code_switched
test_63_1,test_63_1,ROSESH,male,MAYA,female,different,EN,monolingual_EN
test_63_2,test_63_2,MAYA,female,ROSESH,male,different,CS,code_switched
test_63_3,test_63_3,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_64_2,test_64_2,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_64_3,test_64_3,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
test_64_5,test_64_5,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
test_65_0,test_65_0,MAYA,female,,,unknown,HI,monolingual_HI
test_65_1,test_65_1,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_65_2,test_65_2,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
test_65_3,test_65_3,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_66_3,test_66_3,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_67_3,test_67_3,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_68_0,test_68_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_68_1,test_68_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_68_2,test_68_2,MONISHA,female,MAYA,female,same,HI,monolingual_HI
test_68_3,test_68_3,MAYA,female,MONISHA,female,same,CS,code_switched
test_70_0,test_70_0,SIDDHARTH,male,,,unknown,CS,code_switched
test_70_1,test_70_1,SIDDHARTH,male,SIDDHARTH,male,same,HI,monolingual_HI
test_70_2,test_70_2,SIDDHARTH,male,SIDDHARTH,male,same,EN,monolingual_EN
test_70_3,test_70_3,SIDDHARTH,male,SIDDHARTH,male,same,EN,monolingual_EN
test_70_4,test_70_4,SIDDHARTH,male,SIDDHARTH,male,same,EN,monolingual_EN
test_70_5,test_70_5,INDRAVARDHAN,male,SIDDHARTH,male,same,HI,monolingual_HI
test_71_4,test_71_4,SAHIL,male,,,unknown,CS,code_switched
test_71_5,test_71_5,SAHIL,male,SAHIL,male,same,CS,code_switched
test_71_6,test_71_6,INDRAVARDHAN,male,SAHIL,male,same,HI,monolingual_HI
test_75_0,test_75_0,VITTHAL,male,,,unknown,CS,code_switched
test_76_0,test_76_0,SAHIL,male,,,unknown,CS,code_switched
test_77_3,test_77_3,MAYA,female,,,unknown,CS,code_switched
test_78_0,test_78_0,ROSESH,male,,,unknown,EN,monolingual_EN
test_78_1,test_78_1,MAYA,female,ROSESH,male,different,CS,code_switched
test_78_2,test_78_2,ROSESH,male,MAYA,female,different,CS,code_switched
test_78_3,test_78_3,MAYA,female,ROSESH,male,different,CS,code_switched
test_78_5,test_78_5,MAYA,female,MAYA,female,same,CS,code_switched
test_78_6,test_78_6,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
test_79_0,test_79_0,MADHUSUDAN,male,,,unknown,CS,code_switched
test_79_1,test_79_1,INDRAVARDHAN,male,MADHUSUDAN,male,same,HI,monolingual_HI
test_79_2,test_79_2,MADHUSUDAN,male,INDRAVARDHAN,male,same,HI,monolingual_HI
test_79_3,test_79_3,INDRAVARDHAN,male,MADHUSUDAN,male,same,CS,code_switched
test_8_0,test_8_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_8_1,test_8_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_8_2,test_8_2,ROSESH,male,MAYA,female,different,CS,code_switched
test_80_0,test_80_0,MAYA,female,,,unknown,CS,code_switched
test_80_1,test_80_1,ROSESH,male,MAYA,female,different,CS,code_switched
test_80_2,test_80_2,MAYA,female,ROSESH,male,different,CS,code_switched
test_81_6,test_81_6,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_82_0,test_82_0,DUSHYANT,male,,,unknown,CS,code_switched
test_82_1,test_82_1,MONISHA,female,DUSHYANT,male,different,EN,monolingual_EN
test_82_2,test_82_2,DUSHYANT,male,MONISHA,female,different,CS,code_switched
test_82_3,test_82_3,MONISHA,female,DUSHYANT,male,different,CS,code_switched
test_83_5,test_83_5,SAHIL,male,,,unknown,CS,code_switched
test_83_6,test_83_6,MONISHA,female,SAHIL,male,different,CS,code_switched
test_83_7,test_83_7,SAHIL,male,MONISHA,female,different,CS,code_switched
test_83_11,test_83_11,MONISHA,female,SAHIL,male,different,HI,monolingual_HI
test_83_12,test_83_12,MAYA,female,MONISHA,female,same,CS,code_switched
test_85_0,test_85_0,INSPECTOR,male,,,unknown,CS,code_switched
test_85_1,test_85_1,MONISHA,female,INSPECTOR,male,different,CS,code_switched
test_85_2,test_85_2,MAYA,female,MONISHA,female,same,EN,monolingual_EN
test_87_4,test_87_4,SAHIL,male,,,unknown,CS,code_switched
test_9_0,test_9_0,ILA,female,,,unknown,CS,code_switched
test_9_1,test_9_1,INDRAVARDHAN,male,ILA,female,different,EN,monolingual_EN
test_9_2,test_9_2,MAYA,female,INDRAVARDHAN,male,different,EN,monolingual_EN
test_9_4,test_9_4,MAYA,female,MAYA,female,same,CS,code_switched
test_90_0,test_90_0,SAHIL,male,,,unknown,CS,code_switched
test_90_1,test_90_1,MONISHA,female,SAHIL,male,different,CS,code_switched
test_90_3,test_90_3,MONISHA,female,MONISHA,female,same,CS,code_switched
test_90_4,test_90_4,INDRAVARDHAN,male,MONISHA,female,different,CS,code_switched
test_92_0,test_92_0,SAHIL,male,,,unknown,CS,code_switched
test_92_1,test_92_1,INDRAVARDHAN,male,SAHIL,male,same,CS,code_switched
test_93_0,test_93_0,MAYA,female,,,unknown,CS,code_switched
test_93_1,test_93_1,MONISHA,female,MAYA,female,same,HI,monolingual_HI
test_93_2,test_93_2,SAHIL,male,MONISHA,female,different,CS,code_switched
test_94_1,test_94_1,MONISHA,female,,,unknown,CS,code_switched
test_95_5,test_95_5,MAYA,female,,,unknown,CS,code_switched
test_96_0,test_96_0,MAYA,female,,,unknown,CS,code_switched
test_96_1,test_96_1,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
test_97_1,test_97_1,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_98_2,test_98_2,SAHIL,male,,,unknown,EN,monolingual_EN
test_98_3,test_98_3,NAGESH,male,SAHIL,male,same,HI,monolingual_HI
test_99_1,test_99_1,MONISHA,female,,,unknown,HI,monolingual_HI
test_99_2,test_99_2,MAYA,female,MONISHA,female,same,HI,monolingual_HI
test_99_4,test_99_4,SUKETU,male,MAYA,female,different,HI,monolingual_HI
test_99_5,test_99_5,MONISHA,female,SUKETU,male,different,CS,code_switched
test_99_6,test_99_6,MAYA,female,MONISHA,female,same,CS,code_switched
train_1_0,train_1_0,VITTHAL,male,,,unknown,CS,code_switched
train_1_1,train_1_1,RADHABAI,female,VITTHAL,male,different,CS,code_switched
train_1_2,train_1_2,VITTHAL,male,RADHABAI,female,different,CS,code_switched
train_10_4,train_10_4,MAYA,female,,,unknown,CS,code_switched
train_100_7,train_100_7,SAHIL,male,,,unknown,CS,code_switched
train_100_9,train_100_9,SAHIL,male,SAHIL,male,same,CS,code_switched
train_100_10,train_100_10,MONISHA,female,SAHIL,male,different,CS,code_switched
train_100_11,train_100_11,INDRAVARDHAN,male,MONISHA,female,different,EN,monolingual_EN
train_100_12,train_100_12,MONISHA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
train_100_13,train_100_13,SAHIL,male,MONISHA,female,different,HI,monolingual_HI
train_1000_1,train_1000_1,DUSHYANT,male,,,unknown,EN,monolingual_EN
train_1000_2,train_1000_2,ROSESH,male,DUSHYANT,male,same,EN,monolingual_EN
train_1000_3,train_1000_3,DUSHYANT,male,ROSESH,male,same,CS,code_switched
train_1000_4,train_1000_4,ROSESH,male,DUSHYANT,male,same,CS,code_switched
train_1000_5,train_1000_5,DUSHYANT,male,ROSESH,male,same,CS,code_switched
train_1000_6,train_1000_6,SAHIL,male,DUSHYANT,male,same,CS,code_switched
train_1001_0,train_1001_0,MAYA,female,,,unknown,CS,code_switched
train_1001_1,train_1001_1,MONISHA,female,MAYA,female,same,CS,code_switched
train_1002_1,train_1002_1,JUGALKISHORE,male,,,unknown,HI,monolingual_HI
train_1002_2,train_1002_2,MONISHA,female,JUGALKISHORE,male,different,CS,code_switched
train_1003_0,train_1003_0,SAHIL,male,,,unknown,CS,code_switched
train_1003_1,train_1003_1,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1003_2,train_1003_2,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1004_0,train_1004_0,ROSESH,male,,,unknown,CS,code_switched
train_1004_1,train_1004_1,MONISHA,female,ROSESH,male,different,HI,monolingual_HI
train_1005_1,train_1005_1,ROSESH,male,,,unknown,CS,code_switched
train_1005_2,train_1005_2,SAHIL,male,ROSESH,male,same,CS,code_switched
train_1005_3,train_1005_3,MAYA,female,SAHIL,male,different,CS,code_switched
train_1005_4,train_1005_4,SAHIL,male,MAYA,female,different,CS,code_switched
train_1006_0,train_1006_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1006_1,train_1006_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1006_2,train_1006_2,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
train_1007_0,train_1007_0,MAYA,female,,,unknown,HI,monolingual_HI
train_1007_1,train_1007_1,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1008_0,train_1008_0,MAYA,female,,,unknown,CS,code_switched
train_1009_2,train_1009_2,MAYA,female,,,unknown,CS,code_switched
train_1009_4,train_1009_4,MAYA,female,MAYA,female,same,CS,code_switched
train_1009_5,train_1009_5,MONISHA,female,MAYA,female,same,CS,code_switched
train_101_0,train_101_0,SAHIL,male,,,unknown,CS,code_switched
train_101_1,train_101_1,INDRAVARDHAN,male,SAHIL,male,same,CS,code_switched
train_101_2,train_101_2,ROSESH,male,INDRAVARDHAN,male,same,CS,code_switched
train_101_3,train_101_3,MONISHA,female,ROSESH,male,different,HI,monolingual_HI
train_101_4,train_101_4,SAHIL,male,MONISHA,female,different,HI,monolingual_HI
train_101_5,train_101_5,ROSESH,male,SAHIL,male,same,CS,code_switched
train_1010_6,train_1010_6,MAYA,female,,,unknown,CS,code_switched
train_1011_0,train_1011_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1011_1,train_1011_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1011_2,train_1011_2,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1011_3,train_1011_3,SUDHANSHU,male,INDRAVARDHAN,male,same,HI,monolingual_HI
train_1013_2,train_1013_2,MAYA,female,,,unknown,HI,monolingual_HI
train_1013_3,train_1013_3,ROSESH,male,MAYA,female,different,EN,monolingual_EN
train_1013_4,train_1013_4,INDRAVARDHAN,male,ROSESH,male,same,HI,monolingual_HI
train_1014_0,train_1014_0,MAYA,female,,,unknown,CS,code_switched
train_1014_2,train_1014_2,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1014_3,train_1014_3,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
train_1014_4,train_1014_4,SAHIL,male,MAYA,female,different,CS,code_switched
train_1014_5,train_1014_5,MAYA,female,SAHIL,male,different,CS,code_switched
train_1014_6,train_1014_6,MONISHA,female,MAYA,female,same,CS,code_switched
train_1014_7,train_1014_7,INDRAVARDHAN,male,MONISHA,female,different,CS,code_switched
train_1015_0,train_1015_0,ILA,female,,,unknown,CS,code_switched
train_1015_2,train_1015_2,MAYA,female,ILA,female,same,CS,code_switched
train_1015_3,train_1015_3,ILA,female,MAYA,female,same,HI,monolingual_HI
train_1016_0,train_1016_0,SAHIL,male,,,unknown,EN,monolingual_EN
train_1016_1,train_1016_1,MONISHA,female,SAHIL,male,different,HI,monolingual_HI
train_1016_2,train_1016_2,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1016_3,train_1016_3,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1016_4,train_1016_4,MONISHA,female,MONISHA,female,same,CS,code_switched
train_1016_5,train_1016_5,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1017_0,train_1017_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1017_1,train_1017_1,MONISHA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1018_0,train_1018_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1018_1,train_1018_1,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
train_1018_2,train_1018_2,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
train_1018_3,train_1018_3,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
train_1018_4,train_1018_4,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1019_0,train_1019_0,MAYA,female,,,unknown,CS,code_switched
train_1019_1,train_1019_1,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1019_2,train_1019_2,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
train_1019_3,train_1019_3,SUDHANSHU,male,INDRAVARDHAN,male,same,CS,code_switched
train_1019_4,train_1019_4,INDRAVARDHAN,male,SUDHANSHU,male,same,CS,code_switched
train_1019_5,train_1019_5,MAYA,female,INDRAVARDHAN,male,different,EN,monolingual_EN
train_1019_7,train_1019_7,MAYA,female,MAYA,female,same,EN,monolingual_EN
train_1019_8,train_1019_8,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1019_9,train_1019_9,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
train_102_0,train_102_0,MONISHA,female,,,unknown,HI,monolingual_HI
train_102_1,train_102_1,MAYA,female,MONISHA,female,same,HI,monolingual_HI
train_102_2,train_102_2,MONISHA,female,MAYA,female,same,CS,code_switched
train_102_3,train_102_3,SAHIL,male,MONISHA,female,different,CS,code_switched
train_102_4,train_102_4,SAHIL,male,SAHIL,male,same,CS,code_switched
train_102_5,train_102_5,MONISHA,female,SAHIL,male,different,CS,code_switched
train_102_6,train_102_6,MAYA,female,MONISHA,female,same,CS,code_switched
train_1020_0,train_1020_0,SAHIL,male,,,unknown,CS,code_switched
train_1020_1,train_1020_1,MAYA,female,SAHIL,male,different,EN,monolingual_EN
train_1020_2,train_1020_2,SAHIL,male,MAYA,female,different,CS,code_switched
train_1020_4,train_1020_4,SAHIL,male,SAHIL,male,same,CS,code_switched
train_1021_0,train_1021_0,MAYA,female,,,unknown,CS,code_switched
train_1021_1,train_1021_1,ROSESH,male,MAYA,female,different,CS,code_switched
train_1022_0,train_1022_0,JAISHANKAR,male,,,unknown,HI,monolingual_HI
train_1022_1,train_1022_1,MADHUSUDAN,male,JAISHANKAR,male,same,CS,code_switched
train_1022_2,train_1022_2,JAISHANKAR,male,MADHUSUDAN,male,same,CS,code_switched
train_1023_0,train_1023_0,ROSESH,male,,,unknown,CS,code_switched
train_1023_1,train_1023_1,SAHIL,male,ROSESH,male,same,CS,code_switched
train_1025_0,train_1025_0,SAHIL,male,,,unknown,CS,code_switched
train_1025_1,train_1025_1,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1025_2,train_1025_2,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1026_0,train_1026_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1026_1,train_1026_1,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
train_1026_2,train_1026_2,INDRAVARDHAN,male,SAHIL,male,same,CS,code_switched
train_1027_0,train_1027_0,SARUPA,female,,,unknown,HI,monolingual_HI
train_1027_1,train_1027_1,BALDEV,male,SARUPA,female,different,CS,code_switched
train_1027_2,train_1027_2,SARUPA,female,BALDEV,male,different,HI,monolingual_HI
train_1027_3,train_1027_3,MAYA,female,SARUPA,female,same,EN,monolingual_EN
train_1028_2,train_1028_2,MONISHA,female,,,unknown,CS,code_switched
train_1028_3,train_1028_3,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1029_2,train_1029_2,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1029_3,train_1029_3,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
train_103_0,train_103_0,MONISHA,female,,,unknown,CS,code_switched
train_103_1,train_103_1,MAYA,female,MONISHA,female,same,CS,code_switched
train_1030_0,train_1030_0,MONISHA,female,,,unknown,CS,code_switched
train_1030_1,train_1030_1,SAHIL,male,MONISHA,female,different,HI,monolingual_HI
train_1031_0,train_1031_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1031_1,train_1031_1,MONISHA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1032_0,train_1032_0,SARUPA,female,,,unknown,CS,code_switched
train_1032_1,train_1032_1,INDRAVARDHAN,male,SARUPA,female,different,CS,code_switched
train_1032_2,train_1032_2,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
train_1033_0,train_1033_0,SAHIL,male,,,unknown,CS,code_switched
train_1033_1,train_1033_1,DUSHYANT,male,SAHIL,male,same,CS,code_switched
train_1034_0,train_1034_0,BALDEV,male,,,unknown,CS,code_switched
train_1034_1,train_1034_1,MAYA,female,BALDEV,male,different,EN,monolingual_EN
train_1034_2,train_1034_2,MONISHA,female,MAYA,female,same,CS,code_switched
train_1035_0,train_1035_0,MONISHA,female,,,unknown,CS,code_switched
train_1035_1,train_1035_1,MAYA,female,MONISHA,female,same,CS,code_switched
train_1035_2,train_1035_2,MONISHA,female,MAYA,female,same,HI,monolingual_HI
train_1035_3,train_1035_3,ROSESH,male,MONISHA,female,different,CS,code_switched
train_1035_4,train_1035_4,INDRAVARDHAN,male,ROSESH,male,same,CS,code_switched
train_1036_0,train_1036_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1036_1,train_1036_1,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
train_1036_2,train_1036_2,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
train_1036_3,train_1036_3,SAHIL,male,SAHIL,male,same,HI,monolingual_HI
train_1036_4,train_1036_4,SAHIL,male,SAHIL,male,same,HI,monolingual_HI
train_1037_2,train_1037_2,MADHUSUDAN,male,,,unknown,CS,code_switched
train_1039_0,train_1039_0,ROSESH,male,,,unknown,CS,code_switched
train_1039_1,train_1039_1,MAYA,female,ROSESH,male,different,CS,code_switched
train_104_0,train_104_0,MAYA,female,,,unknown,CS,code_switched
train_104_1,train_104_1,MONISHA,female,MAYA,female,same,CS,code_switched
train_104_2,train_104_2,INDRAVARDHAN,male,MONISHA,female,different,CS,code_switched
train_1040_5,train_1040_5,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1041_2,train_1041_2,MAYA,female,,,unknown,CS,code_switched
train_1042_3,train_1042_3,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1042_9,train_1042_9,SAHIL,male,INDRAVARDHAN,male,same,HI,monolingual_HI
train_1043_0,train_1043_0,ROSESH,male,,,unknown,CS,code_switched
train_1043_1,train_1043_1,SAHIL,male,ROSESH,male,same,HI,monolingual_HI
train_1043_2,train_1043_2,MAYA,female,SAHIL,male,different,CS,code_switched
train_1043_3,train_1043_3,SAHIL,male,MAYA,female,different,HI,monolingual_HI
train_1044_0,train_1044_0,MAYA,female,,,unknown,CS,code_switched
train_1044_1,train_1044_1,DUSHYANT,male,MAYA,female,different,HI,monolingual_HI
train_1045_0,train_1045_0,MAYA,female,,,unknown,CS,code_switched
train_1046_0,train_1046_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1047_0,train_1047_0,SAHIL,male,,,unknown,CS,code_switched
train_1047_1,train_1047_1,DUSHYANT,male,SAHIL,male,same,CS,code_switched
train_1047_2,train_1047_2,SAHIL,male,DUSHYANT,male,same,HI,monolingual_HI
train_1048_0,train_1048_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_105_0,train_105_0,SAHIL,male,,,unknown,CS,code_switched
train_105_1,train_105_1,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1050_0,train_1050_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1050_1,train_1050_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1051_0,train_1051_0,MAYA,female,,,unknown,CS,code_switched
train_1051_1,train_1051_1,YAMRAJ,male,MAYA,female,different,HI,monolingual_HI
train_1053_0,train_1053_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1053_1,train_1053_1,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
train_1053_2,train_1053_2,INDRAVARDHAN,male,SAHIL,male,same,EN,monolingual_EN
train_1053_3,train_1053_3,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
train_1054_0,train_1054_0,MAYA,female,,,unknown,CS,code_switched
train_1054_1,train_1054_1,MONISHA,female,MAYA,female,same,CS,code_switched
train_1054_2,train_1054_2,MAYA,female,MONISHA,female,same,CS,code_switched
train_1054_3,train_1054_3,MONISHA,female,MAYA,female,same,CS,code_switched
train_1054_4,train_1054_4,MAYA,female,MONISHA,female,same,CS,code_switched
train_1055_0,train_1055_0,MAYA,female,,,unknown,CS,code_switched
train_1056_3,train_1056_3,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1056_4,train_1056_4,ROSESH,male,INDRAVARDHAN,male,same,EN,monolingual_EN
train_1056_5,train_1056_5,INDRAVARDHAN,male,ROSESH,male,same,CS,code_switched
train_1056_6,train_1056_6,MADHUSUDAN,male,INDRAVARDHAN,male,same,EN,monolingual_EN
train_1056_7,train_1056_7,INDRAVARDHAN,male,MADHUSUDAN,male,same,HI,monolingual_HI
train_1057_0,train_1057_0,MONISHA,female,,,unknown,CS,code_switched
train_1057_1,train_1057_1,MAYA,female,MONISHA,female,same,CS,code_switched
