utt_id,file_id,speaker,speaker_nationality_mode,prev_speaker,interlocutor_nationality,nationality_match,condition
NI03FBX_0101_699.274_706.344,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_707.325_708.106,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_709.461_724.728,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_725.470_726.187,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_727.288_732.265,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_737.814_753.333,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_753.621_758.612,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_760.749_773.042,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_774.160_778.477,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_778.477_779.347,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_779.347_792.346,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_792.768_796.000,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_803.836_805.135,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_806.607_815.453,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_816.649_822.377,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_822.377_825.247,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_825.247_826.432,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_830.866_832.107,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_833.376_838.051,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_841.543_847.690,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_849.191_854.241,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_854.617_856.398,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_856.398_864.395,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_864.601_869.891,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_870.222_885.161,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_885.334_890.182,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_890.933_915.347,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_915.969_918.479,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_919.049_926.245,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_927.014_931.723,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_933.478_934.864,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_936.451_937.547,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_938.896_939.329,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_940.311_941.609,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_943.601_953.470,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_953.840_956.380,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_956.703_963.225,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_963.591_966.909,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_967.430_972.680,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_972.680_975.568,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_976.174_983.519,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_984.317_986.017,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_986.440_990.965,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_991.923_992.472,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_993.424_1006.078,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1006.867_1008.697,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1008.697_1023.935,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1025.036_1034.258,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1037.092_1039.824,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1040.261_1041.213,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1041.507_1042.223,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1042.772_1043.266,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1044.041_1050.448,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1050.776_1052.726,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1055.701_1056.566,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1057.116_1062.545,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1063.947_1067.193,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1067.776_1072.136,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1072.403_1077.077,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1077.700_1078.713,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1079.412_1081.262,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1081.700_1088.818,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1088.962_1093.462,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1095.682_1098.152,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1098.274_1100.234,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1100.403_1101.832,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1101.832_1111.974,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1113.128_1115.280,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1116.234_1116.883,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1117.435_1120.862,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1121.330_1137.265,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1138.154_1160.264,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1162.655_1171.554,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1172.292_1178.992,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1179.409_1182.882,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1182.882_1186.316,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1186.532_1190.982,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1192.578_1204.131,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1206.625_1208.079,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1209.767_1210.209,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1212.390_1213.221,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1218.467_1220.908,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1222.868_1223.816,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1225.141_1226.933,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1227.833_1229.806,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1230.611_1231.988,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1232.172_1234.902,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1235.494_1236.299,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1238.973_1240.142,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1241.596_1243.518,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1245.232_1246.089,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1247.387_1248.140,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1252.632_1253.047,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1259.704_1264.204,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1264.423_1266.604,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1266.604_1269.154,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1269.355_1275.582,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1276.591_1285.951,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1285.951_1300.222,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1302.258_1305.112,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1305.112_1308.838,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1309.552_1310.891,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1311.266_1321.821,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1322.900_1326.352,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1326.871_1337.051,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1338.635_1343.725,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1346.240_1352.865,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1353.278_1355.427,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1356.268_1359.098,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1359.929_1372.520,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1372.520_1375.440,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1375.690_1378.170,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1378.292_1378.837,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1379.902_1380.499,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1381.849_1382.472,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1383.511_1384.057,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1385.693_1386.498,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1388.652_1389.405,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1389.898_1391.508,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1392.729_1394.495,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1396.988_1405.875,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1406.077_1410.471,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1410.777_1413.519,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1413.519_1415.279,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1416.005_1416.495,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1418.032_1425.093,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1426.841_1430.871,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1431.196_1435.844,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1436.351_1439.781,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1440.830_1441.246,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1442.051_1445.427,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1445.738_1446.673,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1447.374_1447.764,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1453.002_1459.962,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1460.831_1465.929,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1467.791_1470.291,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1470.291_1484.342,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1484.970_1490.690,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1491.994_1498.907,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1499.550_1507.473,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1507.733_1516.758,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1517.082_1523.790,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1525.519_1529.309,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1529.890_1534.582,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1535.647_1547.540,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1548.735_1567.433,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1567.433_1573.474,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1575.007_1576.045,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1577.084_1578.494,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1580.174_1581.829,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1582.200_1585.399,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1586.485_1587.034,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1588.079_1592.716,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1594.000_1594.603,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1595.168_1595.817,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1597.038_1597.739,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1598.023_1600.633,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1601.141_1601.764,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1602.600_1603.259,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1603.639_1604.393,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1604.730_1611.371,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1612.105_1617.757,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1618.519_1619.003,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1619.003_1620.613,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1621.064_1621.691,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1622.105_1623.233,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1623.637_1625.145,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1625.429_1632.001,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1632.343_1633.953,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1634.934_1636.544,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1638.647_1639.167,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1641.281_1642.138,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1644.164_1650.110,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1651.617_1652.433,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1652.433_1653.283,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1653.746_1654.179,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1654.785_1669.301,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1669.301_1676.753,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1676.753_1681.233,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1681.233_1685.503,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1686.803_1688.743,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1689.103_1691.163,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1691.435_1692.734,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1696.655_1700.036,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1700.368_1706.768,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1707.113_1710.033,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1710.519_1712.310,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1712.555_1716.305,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1716.881_1721.844,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1722.095_1723.975,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1724.260_1726.406,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1726.857_1728.311,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1728.311_1732.818,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1733.401_1741.685,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1742.335_1745.715,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1746.045_1756.331,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1756.766_1760.501,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1760.978_1763.728,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1763.908_1766.698,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1767.180_1782.260,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1782.786_1788.028,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1788.028_1791.718,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1791.718_1792.289,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1793.028_1795.688,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1795.688_1796.068,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1796.068_1797.488,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1797.948_1800.608,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1800.915_1804.616,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1805.008_1809.478,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1811.862_1812.856,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1813.911_1814.508,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1815.287_1816.534,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1818.040_1818.274,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1820.273_1821.208,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1823.701_1827.700,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1828.869_1836.619,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1836.619_1838.976,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1839.266_1849.343,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1849.680_1852.912,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1853.098_1862.654,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1865.147_1867.242,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1867.538_1871.048,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1871.048_1873.131,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1874.487_1877.089,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1880.876_1881.629,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1884.018_1884.459,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1885.186_1891.838,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1894.331_1894.928,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1896.616_1897.849,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_1899.588_1900.818,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1902.303_1904.814,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1905.541_1912.277,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1912.668_1917.288,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1918.188_1922.966,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1923.355_1925.744,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1927.294_1935.986,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1936.772_1937.330,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1938.668_1944.158,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1946.235_1948.870,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1952.247_1953.208,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1955.052_1955.623,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1958.454_1959.545,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1962.167_1964.453,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1966.608_1968.991,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1968.991_1970.041,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1971.345_1972.087,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_1972.540_1990.367,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1990.890_1998.691,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_1998.691_2004.835,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2005.326_2007.251,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2010.468_2012.649,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2014.934_2015.714,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2017.142_2018.155,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2019.012_2020.570,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2027.190_2027.528,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2028.827_2029.450,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_EN
NI03FBX_0101_2032.436_2033.033,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2034.150_2035.994,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2037.085_2045.456,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2045.671_2048.360,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2048.360_2052.500,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2053.284_2054.804,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2054.934_2057.083,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2057.460_2062.347,NI03FBX_0101,3,singaporean,3,singaporean,same,monolingual_ZH
NI03FBX_0101_2062.654_2064.949,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2071.516_2073.467,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
NI03FBX_0101_2073.882_2078.842,NI03FBX_0101,3,singaporean,3,singaporean,same,code_switched
