utt_id,file_id,speaker,speaker_gender_mode,prev_speaker,interlocutor_gender,gender_match,start_time,end_time,lang,condition
NI36MBQ_0101_593.890_594.697,NI36MBQ_0101,36,male,15,female,different,593890,594697,ZH,monolingual_ZH
UI10FAZ_0102_593.920_599.673,UI10FAZ_0102,10,female,36,male,different,593920,599673,CS,code_switched
NI26FBP_0101_593.930_595.692,NI26FBP_0101,26,female,10,female,same,593930,595692,CS,code_switched
UI02FAZ_0105_593.963_596.183,UI02FAZ_0105,2,female,26,female,same,593963,596183,CS,code_switched
NI41MBP_0101_594.010_596.800,NI41MBP_0101,41,male,2,female,different,594010,596800,EN,monolingual_EN
UI08MAZ_0102_594.095_598.855,UI08MAZ_0102,8,female,41,male,different,594095,598855,CS,code_switched
NI06FBP_0101_594.126_595.324,NI06FBP_0101,6,female,8,female,same,594126,595324,EN,monolingual_EN
UI29FAZ_0103_594.157_596.775,UI29FAZ_0103,29,female,6,female,same,594157,596775,CS,code_switched
UI12FAZ_0104_594.250_600.576,UI12FAZ_0104,12,female,29,female,same,594250,600576,CS,code_switched
UI18MAZ_0103_594.258_600.878,UI18MAZ_0103,18,male,12,female,different,594258,600878,CS,code_switched
UI22MAZ_0102_594.285_598.465,UI22MAZ_0102,22,female,18,male,different,594285,598465,CS,code_switched
NI18MBP_0101_594.319_600.650,NI18MBP_0101,18,male,22,female,different,594319,600650,CS,code_switched
NI14MBP_0101_594.363_608.114,NI14MBP_0101,14,male,18,male,same,594363,608114,CS,code_switched
NI13MBQ_0101_594.453_600.221,NI13MBQ_0101,13,female,14,male,different,594453,600221,CS,code_switched
NI04FBX_0101_594.491_595.789,NI04FBX_0101,4,female,13,female,same,594491,595789,ZH,monolingual_ZH
UI13FAZ_0104_594.530_604.818,UI13FAZ_0104,13,female,4,female,same,594530,604818,CS,code_switched
NI31FBP_0101_594.560_603.280,NI31FBP_0101,31,female,13,female,same,594560,603280,CS,code_switched
NI19MBQ_0101_594.618_597.237,NI19MBQ_0101,19,male,31,female,different,594618,597237,EN,monolingual_EN
UI06MAZ_0103_594.676_602.285,UI06MAZ_0103,6,female,19,male,different,594676,602285,CS,code_switched
NI64FBQ_0101_594.725_599.944,NI64FBQ_0101,64,female,6,female,same,594725,599944,EN,monolingual_EN
NI15FBQ_0101_594.737_595.438,NI15FBQ_0101,15,female,64,female,same,594737,595438,EN,monolingual_EN
NI63MBP_0101_594.803_597.478,NI63MBP_0101,63,male,15,female,different,594803,597478,EN,monolingual_EN
UI02FAZ_0104_594.812_598.160,UI02FAZ_0104,2,female,63,male,different,594812,598160,ZH,monolingual_ZH
UI19MAZ_0103_594.828_596.475,UI19MAZ_0103,19,male,2,female,different,594828,596475,CS,code_switched
NI53FBP_0101_594.865_600.115,NI53FBP_0101,53,female,19,male,different,594865,600115,CS,code_switched
UI02FAZ_0101_594.884_599.085,UI02FAZ_0101,2,female,53,female,same,594884,599085,CS,code_switched
NI51MBP_0101_595.002_597.246,NI51MBP_0101,51,male,2,female,different,595002,597246,ZH,monolingual_ZH
NI10FBP_0101_595.005_598.627,NI10FBP_0101,10,female,51,male,different,595005,598627,CS,code_switched
UI12FAZ_0102_595.037_600.942,UI12FAZ_0102,12,female,10,female,same,595037,600942,CS,code_switched
UI17FAZ_0101_595.040_597.608,UI17FAZ_0101,17,female,12,female,same,595040,597608,CS,code_switched
UI17FAZ_0105_595.158_598.426,UI17FAZ_0105,17,female,17,female,same,595158,598426,CS,code_switched
NI46FBQ_0201_595.190_597.470,NI46FBQ_0201,46,female,17,female,same,595190,597470,CS,code_switched
UI01FAZ_0107_595.264_601.589,UI01FAZ_0107,1,male,46,female,different,595264,601589,CS,code_switched
UI21MAZ_0101_595.282_596.463,UI21MAZ_0101,21,male,1,male,same,595282,596463,EN,monolingual_EN
UI17FAZ_0104_595.287_597.277,UI17FAZ_0104,17,female,21,male,different,595287,597277,EN,monolingual_EN
UI21MAZ_0103_595.287_604.692,UI21MAZ_0103,21,male,17,female,different,595287,604692,CS,code_switched
UI19MAZ_0102_595.297_596.418,UI19MAZ_0102,19,male,21,male,same,595297,596418,ZH,monolingual_ZH
UI22MAZ_0105_595.328_601.388,UI22MAZ_0105,22,female,19,male,different,595328,601388,CS,code_switched
NI02FAX_0101_595.330_598.041,NI02FAX_0101,2,female,22,female,same,595330,598041,EN,monolingual_EN
NI22FBP_0101_595.362_597.096,NI22FBP_0101,22,female,2,female,same,595362,597096,CS,code_switched
NI27MBQ_0101_595.457_598.363,NI27MBQ_0101,27,male,22,female,different,595457,598363,CS,code_switched
NI23FBQ_0101_595.465_598.325,NI23FBQ_0101,23,female,27,male,different,595465,598325,EN,monolingual_EN
NI21MBQ_0101_595.536_606.813,NI21MBQ_0101,21,male,23,female,different,595536,606813,EN,monolingual_EN
NI05MBQ_0101_595.611_601.671,NI05MBQ_0101,5,male,21,male,same,595611,601671,CS,code_switched
NI26FBP_0101_595.692_597.441,NI26FBP_0101,26,female,5,male,different,595692,597441,EN,monolingual_EN
UI14MAZ_0103_595.705_603.724,UI14MAZ_0103,14,male,26,female,different,595705,603724,ZH,monolingual_ZH
UI27FAZ_0101_595.720_602.555,UI27FAZ_0101,27,male,14,male,same,595720,602555,CS,code_switched
NI24MBP_0101_595.727_602.010,NI24MBP_0101,24,male,27,male,same,595727,602010,CS,code_switched
NI29MBP_0101_595.799_596.701,NI29MBP_0101,29,female,24,male,different,595799,596701,EN,monolingual_EN
NI39FBP_0101_595.800_600.720,NI39FBP_0101,39,female,29,female,same,595800,600720,CS,code_switched
NI36MBQ_0101_595.801_600.410,NI36MBQ_0101,36,male,39,female,different,595801,600410,CS,code_switched
UI23FAZ_0101_595.873_602.897,UI23FAZ_0101,23,female,36,male,different,595873,602897,CS,code_switched
NI57FBQ_0101_595.930_598.380,NI57FBQ_0101,57,female,23,female,same,595930,598380,CS,code_switched
UI16MAZ_0105_595.947_603.604,UI16MAZ_0105,16,male,57,female,different,595947,603604,CS,code_switched
NI49MBP_0101_596.030_601.679,NI49MBP_0101,49,male,16,male,same,596030,601679,CS,code_switched
UI29FAZ_0101_596.087_602.847,UI29FAZ_0101,29,female,49,male,different,596087,602847,CS,code_switched
UI27FAZ_0104_596.150_600.271,UI27FAZ_0104,27,male,29,female,different,596150,600271,CS,code_switched
UI24MAZ_0102_596.154_600.674,UI24MAZ_0102,24,male,27,male,same,596154,600674,CS,code_switched
UI23FAZ_0102_596.203_602.544,UI23FAZ_0102,23,female,24,male,different,596203,602544,CS,code_switched
NI52MBQ_0101_596.220_599.690,NI52MBQ_0101,52,male,23,female,different,596220,599690,CS,code_switched
UI22MAZ_0103_596.285_605.256,UI22MAZ_0103,22,female,52,male,different,596285,605256,CS,code_switched
NI06FBP_0101_596.300_598.210,NI06FBP_0101,6,female,22,female,same,596300,598210,EN,monolingual_EN
UI20MAZ_0104_596.351_599.170,UI20MAZ_0104,20,male,6,female,different,596351,599170,ZH,monolingual_ZH
NI52MBQ_0201_596.405_601.863,NI52MBQ_0201,52,male,20,male,same,596405,601863,ZH,monolingual_ZH
NI62MBQ_0101_596.421_599.891,NI62MBQ_0101,62,male,52,male,same,596421,599891,CS,code_switched
UI22MAZ_0101_596.480_602.282,UI22MAZ_0101,22,female,62,male,different,596480,602282,CS,code_switched
NI55FBP_0101_596.485_609.897,NI55FBP_0101,55,female,22,female,same,596485,609897,CS,code_switched
NI60MBP_0101_596.488_598.858,NI60MBP_0101,60,male,55,female,different,596488,598858,CS,code_switched
UI21MAZ_0104_596.490_601.880,UI21MAZ_0104,21,male,60,male,same,596490,601880,ZH,monolingual_ZH
NI04FBX_0101_596.516_603.605,NI04FBX_0101,4,female,21,male,different,596516,603605,CS,code_switched
UI01FAZ_0105_596.552_602.326,UI01FAZ_0105,1,male,4,female,different,596552,602326,ZH,monolingual_ZH
NI67MBQ_0101_596.557_598.107,NI67MBQ_0101,67,male,1,male,same,596557,598107,CS,code_switched
NI28MBP_0101_596.576_598.316,NI28MBP_0101,28,male,67,male,same,596576,598316,CS,code_switched
NI44MBQ_0101_596.690_606.760,NI44MBQ_0101,44,male,28,male,same,596690,606760,CS,code_switched
NI46FBQ_0101_596.700_598.160,NI46FBQ_0101,46,female,44,male,different,596700,598160,CS,code_switched
UI26MAZ_0101_596.703_602.256,UI26MAZ_0101,26,female,46,female,same,596703,602256,CS,code_switched
UI13FAZ_0101_596.763_606.287,UI13FAZ_0101,13,female,26,female,same,596763,606287,CS,code_switched
UI19MAZ_0102_596.766_597.978,UI19MAZ_0102,19,male,13,female,different,596766,597978,ZH,monolingual_ZH
UI29FAZ_0103_596.775_598.471,UI29FAZ_0103,29,female,19,male,different,596775,598471,ZH,monolingual_ZH
NI41MBP_0101_596.800_602.330,NI41MBP_0101,41,male,29,female,different,596800,602330,EN,monolingual_EN
NI20MBP_0101_596.800_603.488,NI20MBP_0101,20,male,41,male,same,596800,603488,EN,monolingual_EN
UI25FAZ_0103_596.841_601.118,UI25FAZ_0103,25,male,20,male,same,596841,601118,CS,code_switched
NI16FBP_0101_596.872_601.712,NI16FBP_0101,16,male,25,male,same,596872,601712,CS,code_switched
UI06MAZ_0101_596.874_603.474,UI06MAZ_0101,6,female,16,male,different,596874,603474,CS,code_switched
NI25MBQ_0101_596.884_604.413,NI25MBQ_0101,25,male,6,female,different,596884,604413,EN,monolingual_EN
UI19MAZ_0103_596.897_600.120,UI19MAZ_0103,19,male,25,male,same,596897,600120,ZH,monolingual_ZH
UI22MAZ_0104_596.990_604.619,UI22MAZ_0104,22,female,19,male,different,596990,604619,CS,code_switched
UI14MAZ_0101_597.041_611.644,UI14MAZ_0101,14,male,22,female,different,597041,611644,CS,code_switched
UI29FAZ_0104_597.078_602.134,UI29FAZ_0104,29,female,14,male,different,597078,602134,CS,code_switched
NI17FBQ_0101_597.113_601.579,NI17FBQ_0101,17,female,29,female,same,597113,601579,EN,monolingual_EN
UI06MAZ_0102_597.147_605.295,UI06MAZ_0102,6,female,17,female,same,597147,605295,CS,code_switched
NI47MBP_0101_597.211_603.250,NI47MBP_0101,47,male,6,female,different,597211,603250,CS,code_switched
UI07FAZ_0104_597.214_603.512,UI07FAZ_0104,7,female,47,male,different,597214,603512,CS,code_switched
NI07FBQ_0101_597.249_606.670,NI07FBQ_0101,7,female,7,female,same,597249,606670,CS,code_switched
NI34FBQ_0101_597.272_609.270,NI34FBQ_0101,34,female,7,female,same,597272,609270,CS,code_switched
NI29MBP_0101_597.291_598.159,NI29MBP_0101,29,female,34,female,same,597291,598159,EN,monolingual_EN
NI54FBQ_0101_597.300_599.820,NI54FBQ_0101,54,female,29,female,same,597300,599820,CS,code_switched
UI13FAZ_0103_597.322_599.555,UI13FAZ_0103,13,female,54,female,same,597322,599555,EN,monolingual_EN
NI58FBP_0101_597.420_598.829,NI58FBP_0101,58,female,13,female,same,597420,598829,CS,code_switched
NI46FBQ_0201_597.470_600.620,NI46FBQ_0201,46,female,58,female,same,597470,600620,CS,code_switched
UI24MAZ_0104_597.554_602.465,UI24MAZ_0104,24,male,46,female,different,597554,602465,CS,code_switched
UI17FAZ_0104_597.569_604.897,UI17FAZ_0104,17,female,24,male,different,597569,604897,CS,code_switched
UI02FAZ_0103_597.632_600.632,UI02FAZ_0103,2,female,17,female,same,597632,600632,ZH,monolingual_ZH
NI61FBP_0101_597.674_602.064,NI61FBP_0101,61,female,2,female,same,597674,602064,CS,code_switched
NI22FBP_0101_597.732_599.520,NI22FBP_0101,22,female,61,female,same,597732,599520,ZH,monolingual_ZH
NI56MBX_0101_597.737_600.160,NI56MBX_0101,56,male,22,female,different,597737,600160,CS,code_switched
UI25FAZ_0104_597.766_603.033,UI25FAZ_0104,25,male,56,male,same,597766,603033,CS,code_switched
NI09FBP_0101_597.787_604.693,NI09FBP_0101,9,female,25,male,different,597787,604693,CS,code_switched
UI17FAZ_0101_597.792_600.932,UI17FAZ_0101,17,female,9,female,same,597792,600932,CS,code_switched
NI19MBQ_0101_597.808_602.390,NI19MBQ_0101,19,male,17,female,different,597808,602390,EN,monolingual_EN
UI06MAZ_0105_597.818_603.719,UI06MAZ_0105,6,female,19,male,different,597818,603719,CS,code_switched
UI05MAZ_0102_597.851_603.304,UI05MAZ_0102,5,male,6,female,different,597851,603304,CS,code_switched
UI12FAZ_0103_597.872_599.387,UI12FAZ_0103,12,female,5,male,different,597872,599387,EN,monolingual_EN
NI26FBP_0101_597.894_601.802,NI26FBP_0101,26,female,12,female,same,597894,601802,CS,code_switched
NI50FBQ_0101_597.950_600.610,NI50FBQ_0101,50,female,26,female,same,597950,600610,CS,code_switched
UI02FAZ_0104_598.160_601.264,UI02FAZ_0104,2,female,50,female,same,598160,601264,ZH,monolingual_ZH
NI08FBP_0101_598.184_601.254,NI08FBP_0101,8,female,2,female,same,598184,601254,CS,code_switched
NI67MBQ_0101_598.267_599.337,NI67MBQ_0101,67,male,8,female,different,598267,599337,CS,code_switched
NI23FBQ_0101_598.325_604.123,NI23FBQ_0101,23,female,67,male,different,598325,604123,EN,monolingual_EN
NI46FBQ_0101_598.330_604.340,NI46FBQ_0101,46,female,23,female,same,598330,604340,CS,code_switched
NI15FBQ_0101_598.378_602.006,NI15FBQ_0101,15,female,46,female,same,598378,602006,CS,code_switched
UI16MAZ_0101_598.382_603.240,UI16MAZ_0101,16,male,15,female,different,598382,603240,CS,code_switched
UI19MAZ_0102_598.451_603.636,UI19MAZ_0102,19,male,16,male,same,598451,603636,CS,code_switched
UI29FAZ_0103_598.471_600.158,UI29FAZ_0103,29,female,19,male,different,598471,600158,ZH,monolingual_ZH
UI18MAZ_0104_598.517_601.320,UI18MAZ_0104,18,male,29,female,different,598517,601320,CS,code_switched
NI66MBQ_0101_598.537_599.420,NI66MBQ_0101,66,male,18,male,same,598537,599420,CS,code_switched
NI06FBP_0101_598.650_601.490,NI06FBP_0101,6,female,66,male,different,598650,601490,CS,code_switched
NI57FBQ_0101_598.670_602.694,NI57FBQ_0101,57,female,6,female,same,598670,602694,ZH,monolingual_ZH
NI12MAP_0101_598.693_608.625,NI12MAP_0101,12,female,57,female,same,598693,608625,CS,code_switched
NI51MBP_0101_598.741_600.342,NI51MBP_0101,51,male,12,female,different,598741,600342,CS,code_switched
NI27MBQ_0101_598.863_599.822,NI27MBQ_0101,27,male,51,male,same,598863,599822,ZH,monolingual_ZH
UI08MAZ_0101_598.886_599.626,UI08MAZ_0101,8,female,27,male,different,598886,599626,EN,monolingual_EN
UI17FAZ_0103_599.117_607.817,UI17FAZ_0103,17,female,8,female,same,599117,607817,CS,code_switched
NI60MBP_0101_599.125_599.750,NI60MBP_0101,60,male,17,female,different,599125,599750,ZH,monolingual_ZH
UI20MAZ_0104_599.170_601.910,UI20MAZ_0104,20,male,60,male,same,599170,601910,ZH,monolingual_ZH
NI28MBP_0101_599.197_600.316,NI28MBP_0101,28,male,20,male,same,599197,600316,EN,monolingual_EN
UI24MAZ_0103_599.258_601.931,UI24MAZ_0103,24,male,28,male,same,599258,601931,CS,code_switched
NI10FBP_0101_599.330_605.681,NI10FBP_0101,10,female,24,male,different,599330,605681,CS,code_switched
NI63MBP_0101_599.400_607.141,NI63MBP_0101,63,male,10,female,different,599400,607141,EN,monolingual_EN
UI08MAZ_0102_599.468_605.578,UI08MAZ_0102,8,female,63,male,different,599468,605578,CS,code_switched
NI29MBP_0101_599.479_601.353,NI29MBP_0101,29,female,8,female,same,599479,601353,ZH,monolingual_ZH
UI02FAZ_0102_599.503_600.669,UI02FAZ_0102,2,female,29,female,same,599503,600669,ZH,monolingual_ZH
NI67MBQ_0101_599.503_604.053,NI67MBQ_0101,67,male,2,female,different,599503,604053,CS,code_switched
UI13FAZ_0103_599.555_604.506,UI13FAZ_0103,13,female,67,male,different,599555,604506,ZH,monolingual_ZH
UI10FAZ_0102_599.673_605.502,UI10FAZ_0102,10,female,13,female,same,599673,605502,CS,code_switched
NI52MBQ_0101_599.690_624.600,NI52MBQ_0101,52,male,10,female,different,599690,624600,CS,code_switched
NI58FBP_0101_599.741_600.776,NI58FBP_0101,58,female,52,male,different,599741,600776,EN,monolingual_EN
UI17FAZ_0102_599.748_603.638,UI17FAZ_0102,17,female,58,female,same,599748,603638,CS,code_switched
NI59FBQ_0101_599.771_602.321,NI59FBQ_0101,59,female,17,female,same,599771,602321,ZH,monolingual_ZH
NI02FAX_0101_599.882_606.745,NI02FAX_0101,2,female,59,female,same,599882,606745,CS,code_switched
NI65MBP_0101_599.913_602.531,NI65MBP_0101,65,male,2,female,different,599913,602531,EN,monolingual_EN
UI02FAZ_0105_599.927_601.462,UI02FAZ_0105,2,female,65,male,different,599927,601462,ZH,monolingual_ZH
NI54FBQ_0101_599.965_602.725,NI54FBQ_0101,54,female,2,female,same,599965,602725,CS,code_switched
NI42FBQ_0101_600.067_601.365,NI42FBQ_0101,42,female,54,female,same,600067,601365,EN,monolingual_EN
UI16MAZ_0104_600.097_609.495,UI16MAZ_0104,16,male,42,female,different,600097,609495,CS,code_switched
NI53FBP_0101_600.115_603.836,NI53FBP_0101,53,female,16,male,different,600115,603836,ZH,monolingual_ZH
UI19MAZ_0101_600.122_607.428,UI19MAZ_0101,19,male,53,female,different,600122,607428,CS,code_switched
UI23FAZ_0104_600.141_606.420,UI23FAZ_0104,23,female,19,male,different,600141,606420,CS,code_switched
UI29FAZ_0103_600.158_606.137,UI29FAZ_0103,29,female,23,female,same,600158,606137,CS,code_switched
NI27MBQ_0101_600.169_604.940,NI27MBQ_0101,27,male,29,female,different,600169,604940,CS,code_switched
NI33MBP_0101_600.174_613.804,NI33MBP_0101,33,male,27,male,same,600174,613804,EN,monolingual_EN
NI37MBP_0101_600.200_601.113,NI37MBP_0101,37,male,33,male,same,600200,601113,CS,code_switched
NI13MBQ_0101_600.221_611.126,NI13MBQ_0101,13,female,37,male,different,600221,611126,CS,code_switched
UI27FAZ_0104_600.271_609.463,UI27FAZ_0104,27,male,13,female,different,600271,609463,CS,code_switched
NI64FBQ_0101_600.274_601.494,NI64FBQ_0101,64,female,27,male,different,600274,601494,EN,monolingual_EN
NI28MBP_0101_600.316_602.686,NI28MBP_0101,28,male,64,female,different,600316,602686,EN,monolingual_EN
UI08MAZ_0101_600.355_604.936,UI08MAZ_0101,8,female,28,male,different,600355,604936,CS,code_switched
NI62MBQ_0101_600.381_610.501,NI62MBQ_0101,62,male,8,female,different,600381,610501,CS,code_switched
UI21MAZ_0102_600.414_608.416,UI21MAZ_0102,21,male,62,male,same,600414,608416,CS,code_switched
NI22FBP_0101_600.450_602.346,NI22FBP_0101,22,female,21,male,different,600450,602346,CS,code_switched
UI12FAZ_0104_600.576_603.648,UI12FAZ_0104,12,female,22,female,same,600576,603648,CS,code_switched
NI40FBQ_0101_600.588_607.264,NI40FBQ_0101,40,female,12,female,same,600588,607264,EN,monolingual_EN
UI15FAZ_0102_600.601_605.781,UI15FAZ_0102,15,female,40,female,same,600601,605781,CS,code_switched
UI19MAZ_0103_600.611_601.662,UI19MAZ_0103,19,male,15,female,different,600611,601662,ZH,monolingual_ZH
NI46FBQ_0201_600.620_602.610,NI46FBQ_0201,46,female,19,male,different,600620,602610,CS,code_switched
UI02FAZ_0103_600.632_604.352,UI02FAZ_0103,2,female,46,female,same,600632,604352,CS,code_switched
NI18MBP_0101_600.650_605.000,NI18MBP_0101,18,male,2,female,different,600650,605000,CS,code_switched
UI02FAZ_0102_600.669_605.504,UI02FAZ_0102,2,female,18,male,different,600669,605504,ZH,monolingual_ZH
UI24MAZ_0102_600.674_613.917,UI24MAZ_0102,24,male,2,female,different,600674,613917,EN,monolingual_EN
NI56MBX_0101_600.733_602.746,NI56MBX_0101,56,male,24,male,same,600733,602746,CS,code_switched
UI24MAZ_0101_600.748_603.141,UI24MAZ_0101,24,male,56,male,same,600748,603141,CS,code_switched
NI32FBQ_0101_600.804_602.404,NI32FBQ_0101,32,female,24,male,different,600804,602404,ZH,monolingual_ZH
UI22MAZ_0102_600.806_608.219,UI22MAZ_0102,22,female,32,female,same,600806,608219,CS,code_switched
NI36MBQ_0101_600.821_606.180,NI36MBQ_0101,36,male,22,female,different,600821,606180,EN,monolingual_EN
UI18MAZ_0103_600.878_604.584,UI18MAZ_0103,18,male,36,male,same,600878,604584,CS,code_switched
NI51MBP_0101_600.965_607.086,NI51MBP_0101,51,male,18,male,same,600965,607086,CS,code_switched
UI26MAZ_0102_601.051_603.556,UI26MAZ_0102,26,female,51,male,different,601051,603556,ZH,monolingual_ZH
NI50FBQ_0101_601.070_605.460,NI50FBQ_0101,50,female,26,female,same,601070,605460,CS,code_switched
UI12FAZ_0101_601.084_612.502,UI12FAZ_0101,12,female,50,female,same,601084,612502,CS,code_switched
NI37MBP_0101_601.113_606.455,NI37MBP_0101,37,male,12,female,different,601113,606455,EN,monolingual_EN
UI25FAZ_0103_601.118_608.068,UI25FAZ_0103,25,male,37,male,same,601118,608068,CS,code_switched
NI08FBP_0101_601.254_603.365,NI08FBP_0101,8,female,25,male,different,601254,603365,ZH,monolingual_ZH
UI02FAZ_0104_601.264_607.203,UI02FAZ_0104,2,female,8,female,same,601264,607203,ZH,monolingual_ZH
NI43FBP_0101_601.310_615.330,NI43FBP_0101,43,female,2,female,same,601310,615330,CS,code_switched
NI39FBP_0101_601.331_603.351,NI39FBP_0101,39,female,43,female,same,601331,603351,CS,code_switched
NI08FBP_0201_601.454_605.161,NI08FBP_0201,8,female,39,female,same,601454,605161,CS,code_switched
UI02FAZ_0105_601.462_605.132,UI02FAZ_0105,2,female,8,female,same,601462,605132,ZH,monolingual_ZH
UI13FAZ_0102_601.564_613.210,UI13FAZ_0102,13,female,2,female,same,601564,613210,CS,code_switched
UI01FAZ_0107_601.589_608.118,UI01FAZ_0107,1,male,13,female,different,601589,608118,CS,code_switched
UI15FAZ_0103_601.645_603.773,UI15FAZ_0103,15,female,1,male,different,601645,603773,EN,monolingual_EN
NI01MAX_0101_601.655_613.351,NI01MAX_0101,1,male,15,female,different,601655,613351,CS,code_switched
NI16FBP_0101_601.712_610.162,NI16FBP_0101,16,male,1,male,same,601712,610162,CS,code_switched
UI12FAZ_0103_601.726_603.549,UI12FAZ_0103,12,female,16,male,different,601726,603549,CS,code_switched
NI52MBQ_0201_601.863_603.356,NI52MBQ_0201,52,male,12,female,different,601863,603356,ZH,monolingual_ZH
UI20MAZ_0104_601.910_605.692,UI20MAZ_0104,20,male,52,male,same,601910,605692,ZH,monolingual_ZH
NI49MBP_0101_602.000_605.820,NI49MBP_0101,49,male,20,male,same,602000,605820,CS,code_switched
NI15FBQ_0101_602.006_605.595,NI15FBQ_0101,15,female,49,male,different,602006,605595,CS,code_switched
NI24MBP_0101_602.010_603.295,NI24MBP_0101,24,male,15,female,different,602010,603295,CS,code_switched
UI29FAZ_0104_602.134_609.617,UI29FAZ_0104,29,female,24,male,different,602134,609617,ZH,monolingual_ZH
NI05MBQ_0101_602.161_605.711,NI05MBQ_0101,5,male,29,female,different,602161,605711,CS,code_switched
UI26MAZ_0101_602.256_609.392,UI26MAZ_0101,26,female,5,male,different,602256,609392,ZH,monolingual_ZH
NI26FBP_0101_602.287_603.662,NI26FBP_0101,26,female,26,female,same,602287,603662,EN,monolingual_EN
UI01FAZ_0105_602.326_604.144,UI01FAZ_0105,1,male,26,female,different,602326,604144,EN,monolingual_EN
NI41MBP_0101_602.330_609.970,NI41MBP_0101,41,male,1,male,same,602330,609970,EN,monolingual_EN
NI17FBQ_0101_602.332_605.679,NI17FBQ_0101,17,female,41,male,different,602332,605679,EN,monolingual_EN
NI22FBP_0101_602.346_604.164,NI22FBP_0101,22,female,17,female,same,602346,604164,CS,code_switched
NI19MBQ_0101_602.390_605.060,NI19MBQ_0101,19,male,22,female,different,602390,605060,CS,code_switched
NI06FBP_0101_602.430_604.650,NI06FBP_0101,6,female,19,male,different,602430,604650,EN,monolingual_EN
UI21MAZ_0104_602.433_604.124,UI21MAZ_0104,21,male,6,female,different,602433,604124,ZH,monolingual_ZH
NI59FBQ_0101_602.491_609.851,NI59FBQ_0101,59,female,21,male,different,602491,609851,CS,code_switched
UI22MAZ_0101_602.494_606.606,UI22MAZ_0101,22,female,59,female,same,602494,606606,CS,code_switched
UI23FAZ_0102_602.544_606.139,UI23FAZ_0102,23,female,22,female,same,602544,606139,CS,code_switched
NI30MBQ_0101_602.644_604.394,NI30MBQ_0101,30,male,23,female,different,602644,604394,CS,code_switched
UI27FAZ_0102_602.651_609.881,UI27FAZ_0102,27,male,30,male,same,602651,609881,CS,code_switched
NI48FBQ_0101_602.661_604.479,NI48FBQ_0101,48,female,27,male,different,602661,604479,ZH,monolingual_ZH
NI61FBP_0101_602.668_603.536,NI61FBP_0101,61,female,48,female,same,602668,603536,ZH,monolingual_ZH
UI15FAZ_0101_602.745_603.198,UI15FAZ_0101,15,female,61,female,same,602745,603198,ZH,monolingual_ZH
UI25FAZ_0101_602.773_609.373,UI25FAZ_0101,25,male,15,female,different,602773,609373,CS,code_switched
NI64FBQ_0101_602.793_606.661,NI64FBQ_0101,64,female,25,male,different,602793,606661,EN,monolingual_EN
NI65MBP_0101_602.796_607.698,NI65MBP_0101,65,male,64,female,different,602796,607698,EN,monolingual_EN
UI16MAZ_0102_602.833_613.036,UI16MAZ_0102,16,male,65,male,same,602833,613036,CS,code_switched
UI06MAZ_0103_602.834_607.612,UI06MAZ_0103,6,female,16,male,different,602834,607612,CS,code_switched
UI29FAZ_0101_602.847_607.648,UI29FAZ_0101,29,female,6,female,same,602847,607648,CS,code_switched
UI17FAZ_0101_602.849_606.442,UI17FAZ_0101,17,female,29,female,same,602849,606442,ZH,monolingual_ZH
UI24MAZ_0103_602.867_607.736,UI24MAZ_0103,24,male,17,female,different,602867,607736,CS,code_switched
NI35FBP_0101_602.999_611.855,NI35FBP_0101,35,female,24,male,different,602999,611855,CS,code_switched
UI25FAZ_0104_603.033_611.241,UI25FAZ_0104,25,male,35,female,different,603033,611241,CS,code_switched
UI19MAZ_0103_603.099_607.612,UI19MAZ_0103,19,male,25,male,same,603099,607612,ZH,monolingual_ZH
UI16MAZ_0101_603.240_607.600,UI16MAZ_0101,16,male,19,male,same,603240,607600,CS,code_switched
UI10FAZ_0104_603.326_608.100,UI10FAZ_0104,10,female,16,male,different,603326,608100,EN,monolingual_EN
UI20MAZ_0101_603.339_611.191,UI20MAZ_0101,20,male,10,female,different,603339,611191,CS,code_switched
NI52MBQ_0201_603.356_608.060,NI52MBQ_0201,52,male,20,male,same,603356,608060,CS,code_switched
NI57FBQ_0101_603.374_604.862,NI57FBQ_0101,57,female,52,male,different,603374,604862,ZH,monolingual_ZH
NI45FBP_0101_603.410_618.630,NI45FBP_0101,45,female,57,female,same,603410,618630,CS,code_switched
NI31FBP_0101_603.430_606.380,NI31FBP_0101,31,female,45,female,same,603430,606380,CS,code_switched
UI14MAZ_0104_603.586_617.962,UI14MAZ_0104,14,male,31,female,different,603586,617962,CS,code_switched
UI16MAZ_0105_603.604_606.713,UI16MAZ_0105,16,male,14,male,same,603604,606713,ZH,monolingual_ZH
NI26FBP_0101_603.662_607.117,NI26FBP_0101,26,female,16,male,different,603662,607117,CS,code_switched
UI14MAZ_0103_603.724_617.152,UI14MAZ_0103,14,male,26,female,different,603724,617152,ZH,monolingual_ZH
NI39FBP_0101_603.760_615.170,NI39FBP_0101,39,female,14,male,different,603760,615170,CS,code_switched
UI24MAZ_0101_603.761_609.804,UI24MAZ_0101,24,male,39,female,different,603761,609804,CS,code_switched
UI15FAZ_0103_603.773_622.039,UI15FAZ_0103,15,female,24,male,different,603773,622039,CS,code_switched
NI04FBX_0101_603.869_608.421,NI04FBX_0101,4,female,15,female,same,603869,608421,CS,code_switched
UI17FAZ_0102_603.902_608.425,UI17FAZ_0102,17,female,4,female,same,603902,608425,CS,code_switched
